topicId,topic,domainId,subdomain,subdomainId,domain,type
DSA-03-02,"Apply data preprocessing techniques—data integration, data cleansing, data transformation and data reduction.",DSA,Data management,DSA-03,Data Scalability and Analytics,Supplementary
DSA-03-03,Discuss how to extract knowledge and insights from large and complex collections of digital data.,DSA,Data management,DSA-03,Data Scalability and Analytics,Supplementary
DSA-03-04,Use data mining software to perform data mining.,DSA,Data management,DSA-03,Data Scalability and Analytics,Supplementary
DSA-04-01,Explain technical foundations of the commonly used data analysismethods.,DSA,"Methods, tools and techniques",DSA-04,Data Scalability and Analytics,Supplementary
DSA-04-02,Apply appropriate data analysis methods to solve real-world problems.,DSA,"Methods, tools and techniques",DSA-04,Data Scalability and Analytics,Supplementary
DSA-04-03,"Use tools such as R and RStudio, MapReduce/Hadoop and SAS.",DSA,"Methods, tools and techniques",DSA-04,Data Scalability and Analytics,Supplementary
DSA-04-04,Communicate the results of data analysis to technical and management audience.,DSA,"Methods, tools and techniques",DSA-04,Data Scalability and Analytics,Supplementary
DSA-04-05,Effectively communicate the results ofdata analysis using visualization.,DSA,"Methods, tools and techniques",DSA-04,Data Scalability and Analytics,Supplementary
DSA-05-01,Identify the importance of data governance for managing large-scale data.,DSA,Data governance,DSA-05,Data Scalability and Analytics,Supplementary
DSA-05-02,Identify logical and physical access security controls to protect data.,DSA,Data governance,DSA-05,Data Scalability and Analytics,Supplementary
DSA-05-03,"Identify current social, ethical, legal,and policy issues caused by the large-scale data analytics.",DSA,Data governance,DSA-05,Data Scalability and Analytics,Supplementary
DSA-05-04,Define data ethics.,DSA,Data governance,DSA-05,Data Scalability and Analytics,Supplementary
DSA-05-05,List regulatory compliance rules and regulations applicable to data management.,DSA,Data governance,DSA-05,Data Scalability and Analytics,Supplementary
DSA-06-01,Define anorganizational problem as an analytics problem.,DSA,Application,DSA-06,Data Scalability and Analytics,Supplementary
DSA-06-02,Describe how to best apply large-scale analytics methods and techniquesin addressing strategicorganizationalproblems.,DSA,Application,DSA-06,Data Scalability and Analytics,Supplementary
DSA-06-03,Apply a data analytics lifecycle to a case study scenario.,DSA,Application,DSA-06,Data Scalability and Analytics,Supplementary
DSA-06-04,Implement data-intensive computations on cluster and cloud infrastructures,DSA,Application,DSA-06,Data Scalability and Analytics,Supplementary
DSA-06-05,Examine theimpact of large-scale data analytics onorganizationalperformance using case studies.,DSA,Application,DSA-06,Data Scalability and Analytics,Supplementary
IOT-01-01,"Contrast the internet of things with the web of things, with industrial internet, with pervasivecomputing, and with smart systems.",IOT,Perspectives and impact,IOT-01,Internet of Things,Supplementary
IOT-01-02,Expressthe historical stages and growing evolution of the IoT concept.,IOT,Perspectives and impact,IOT-01,Internet of Things,Supplementary
IOT-02-01,Contrast IoTarchitecturaldomains.,IOT,IOT architecture,IOT-02,Internet of Things,Supplementary
IOT-02-02,Designan architectural framework for an IoT environment.,IOT,IOT architecture,IOT-02,Internet of Things,Supplementary
IOT-02-03,Illustrate thechallenges in defining the architecture for different IoT applications.,IOT,IOT architecture,IOT-02,Internet of Things,Supplementary
IOT-03-01,Compare strategic approaches to develop elements for a multimedia IoT system.,IOT,Sensor and actuator interfacing,IOT-03,Internet of Things,Supplementary
IOT-03-02,Illustrate theeffectof signal processing concepts onspeechapplications and in basic sound generationapplications.,IOT,Sensor and actuator interfacing,IOT-03,Internet of Things,Supplementary
IOT-03-03,"Contrast the differences betweenanalog signal processing, continuous-time signal processing, discrete-time signal processing,and",IOT,Sensor and actuator interfacing,IOT-03,Internet of Things,Supplementary
IOT-03-04,gital signal processing.,IOT,Sensor and actuator interfacing,IOT-03,Internet of Things,Supplementary
IOT-03-05,"Contrast signal processingdevices toincludefilters, samplers, signal compressors,anddigital signal processors.",IOT,Sensor and actuator interfacing,IOT-03,Internet of Things,Supplementary
IOT-03-06,Illustrate ways to interface an IoT component to sensors and actuators.,IOT,Sensor and actuator interfacing,IOT-03,Internet of Things,Supplementary
IOT-04-01,Contrastdata acquisition and signal conditioning.,IOT,Data acquisition,IOT-04,Internet of Things,Supplementary
IOT-04-02,Illustrate theeffectofIoT on multiplexing and sampling theory.,IOT,Data acquisition,IOT-04,Internet of Things,Supplementary
IOT-04-03,"Express severalways to use IoT sensors forelectrical, temperature,and strain measurements.",IOT,Data acquisition,IOT-04,Internet of Things,Supplementary
IOT-04-04,Express severalwaysto reduce and isolatesignalnoise.,IOT,Data acquisition,IOT-04,Internet of Things,Supplementary
IOT-04-05,"Illustrate themachine-to-machine(M2M) communication, which isa major component of the IoT portfolio of technologies.",IOT,Data acquisition,IOT-04,Internet of Things,Supplementary
IOT-04-06,Demonstrate severalsecurity issues and challenges of collaborative data acquisition in IoT.,IOT,Data acquisition,IOT-04,Internet of Things,Supplementary
IOT-05-01,Demonstratewirelesssensor networks (WSNs) vis-à-vistheirprotocols and algorithmsfromahistoricalperspective.,IOT,Wireless sensor networks,IOT-05,Internet of Things,Supplementary
IOT-05-02,Contrast stack-based approaches and topology-based approaches for the integration of wireless sensor networks.,IOT,Wireless sensor networks,IOT-05,Internet of Things,Supplementary
IOT-05-03,"Illustratethe IoT commonalities between health-care issues, assisted-and enhanced-living issues, industrial and production monitoring",IOT,Wireless sensor networks,IOT-05,Internet of Things,Supplementary
IOT-05-04,"sues, and control network issues.",IOT,Wireless sensor networks,IOT-05,Internet of Things,Supplementary
IOT-06-01,Expressthedesign and implementation issuesrelated to ad hoc networksandsuggestavailable solutions.,IOT,Adhoc networks,IOT-06,Internet of Things,Supplementary
IOT-06-02,"Contrast the difference betweenthe followingrouting techniques:proactive routing, reactive routing, hybrid routing,and position-",IOT,Adhoc networks,IOT-06,Internet of Things,Supplementary
IOT-06-03,sed routing.,IOT,Adhoc networks,IOT-06,Internet of Things,Supplementary
IOT-06-04,Demonstrateseveralclustering mechanisms in ad hoc networks.,IOT,Adhoc networks,IOT-06,Internet of Things,Supplementary
IOT-06-05,Analyze quality-of-service and scalability issues in the context of ad-hocnetworks.,IOT,Adhoc networks,IOT-06,Internet of Things,Supplementary
IOT-06-06,"For mobile ad hoc networks (MANET), contrast between vehicular ad hoc networks (VANETs), smart phone ad hoc networks (SPANs),",IOT,Adhoc networks,IOT-06,Internet of Things,Supplementary
IOT-06-07,d internet based mobile adhoc networks (iMANETs).,IOT,Adhoc networks,IOT-06,Internet of Things,Supplementary
IOT-07-01,Illustratethe elements of classicalcontrol theory as applied to the control of aircraft and spacecraft.,IOT,Automatic control,IOT-07,Internet of Things,Supplementary
IOT-07-02,Contrastthepropertiesofpositivefeedbackwith negative feedback.,IOT,Automatic control,IOT-07,Internet of Things,Supplementary
IOT-07-03,"For the functionsof automatic control, contrast the differences betweenmeasurement, comparison, computation,and correction.",IOT,Automatic control,IOT-07,Internet of Things,Supplementary
IOT-07-04,"Represent severalcommon elements of automatic controlin systems as applied tomeasurement, error detection,and final control",IOT,Automatic control,IOT-07,Internet of Things,Supplementary
IOT-07-05,ement.,IOT,Automatic control,IOT-07,Internet of Things,Supplementary
IOT-07-06,Demonstrate severalbasic linear design techniques as applied to spacecraft and aircraft.,IOT,Automatic control,IOT-07,Internet of Things,Supplementary
IOT-08-01,Expressthe intelligent information processing anditsapplication in industry.,IOT,Intelligent information processing,IOT-08,Internet of Things,Supplementary
IOT-08-02,"Expressintelligent information discovery, retrieval,and mining on IoT.",IOT,Intelligent information processing,IOT-08,Internet of Things,Supplementary
IOT-08-03,Demonstrateknowledge expression and context-aware systems.,IOT,Intelligent information processing,IOT-08,Internet of Things,Supplementary
IOT-08-04,"Demonstratesensor selection, information mashup and integration.",IOT,Intelligent information processing,IOT-08,Internet of Things,Supplementary
IOT-08-05,Expressinformation quality management in sensor networks.,IOT,Intelligent information processing,IOT-08,Internet of Things,Supplementary
IOT-08-06,"Demonstratereal-time scene reconstruction, information visualization.",IOT,Intelligent information processing,IOT-08,Internet of Things,Supplementary
IOT-09-01,"Demonstratethe relevance applications for IoT in smart cities, smart environment, eHealth, and in other areas.",IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-02,Illustrate the impact of IoT on existing organizational models and organizationaluse cases.,IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-03,"Expressthe IoT in conjunction with big data, applications, and mobility.",IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-04,Demonstratethe components required for the IoT.,IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-05,Expresstools that are using in designing IoT.,IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-06,Represent list ofcapabilities that a technology specialist can dial up or down depending on tradeoffs and decisions made in IoT,IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-07,sign.,IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-08,"Expresssmart manufacturing, such as flow optimization, real time inventory, asset tracking, employee safety.",IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-09,"Demonstratewearables, such as entertainment, fitness, smart watch and tracking.",IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
IOT-09-10,"DemonstrateIoT design considerations: domain, requirement, cost, remote, network.",IOT,IoT application and design,IOT-09,Internet of Things,Supplementary
MAP-01-01,Describe the history of mobile development and mobile applications.,MAP,Perspectives and impact,MAP-01,Mobile Application,Supplementary
MAP-01-02,Demonstrate the global scope of the processes ofimplementinga mobile application.,MAP,Perspectives and impact,MAP-01,Mobile Application,Supplementary
MAP-01-03,Describe and compareseveraldevelopment environments for mobile applications.,MAP,Perspectives and impact,MAP-01,Mobile Application,Supplementary
MAP-02-01,Describe the global scope of architectures for different mobilesystems.,MAP,Architectures,MAP-02,Mobile Application,Supplementary
MAP-02-02,Recognize the UI elements and the concepts glossary for mobile phones.,MAP,Architectures,MAP-02,Mobile Application,Supplementary
MAP-02-03,Illustrate each element of the mobile architecture framework.,MAP,Architectures,MAP-02,Mobile Application,Supplementary
MAP-03-01,"Contrast iOS, Android, Windows Phone, BlackBerry, andSymbian platforms.",MAP,Multiplatform mobile application development,MAP-03,Mobile Application,Supplementary
MAP-03-02,Design and implement a simple mobile application for a given mobile platform.,MAP,Multiplatform mobile application development,MAP-03,Mobile Application,Supplementary
MAP-03-03,Build a mobile web application within a browser.,MAP,Multiplatform mobile application development,MAP-03,Mobile Application,Supplementary
MAP-03-04,Illustrate hybrid web applications through an application programming interface (API).,MAP,Multiplatform mobile application development,MAP-03,Mobile Application,Supplementary
MAP-03-05,Describe aplatform-independent interpreted web application.,MAP,Multiplatform mobile application development,MAP-03,Mobile Application,Supplementary
MAP-03-06,Describe the importance of applications generated by cross-compilation.,MAP,Multiplatform mobile application development,MAP-03,Mobile Application,Supplementary
MAP-04-01,Describeprotocol suites.,MAP,Servers and notifications,MAP-04,Mobile Application,Supplementary
MAP-04-02,Illustrate the mechanism for notification delivery.,MAP,Servers and notifications,MAP-04,Mobile Application,Supplementary
MAP-04-03,Provide techniques forserver-side programming.,MAP,Servers and notifications,MAP-04,Mobile Application,Supplementary
MAP-04-04,Design and implement a server-side application.,MAP,Servers and notifications,MAP-04,Mobile Application,Supplementary
MAP-05-01,Describeseveralmetrics and methods to evaluate performance of mobile applications.,MAP,Performance issues,MAP-05,Mobile Application,Supplementary
MAP-05-02,Evaluate the performance of a mobile applicationand give its result.,MAP,Performance issues,MAP-05,Mobile Application,Supplementary
MAP-05-03,Describeseveralways to improve mobile performance.,MAP,Performance issues,MAP-05,Mobile Application,Supplementary
MAP-06-01,Describe text and typesetting units.,MAP,Views and gestures,MAP-06,Mobile Application,Supplementary
MAP-06-02,Expressand compareseveralways to improve picture presentation.,MAP,Views and gestures,MAP-06,Mobile Application,Supplementary
MAP-06-03,Demonstrateseveralmethods to improve gesture definition and its application.,MAP,Views and gestures,MAP-06,Mobile Application,Supplementary
MAP-07-01,Design afriendlyinterface framework.,MAP,Interface implementations,MAP-07,Mobile Application,Supplementary
MAP-07-02,Demonstrateseveralways to improve user experience through color adjustment and other resources.,MAP,Interface implementations,MAP-07,Mobile Application,Supplementary
MAP-07-03,Identifyseveralmodern UI design tools.,MAP,Interface implementations,MAP-07,Mobile Application,Supplementary
MAP-07-04,Contrast SDKs to access device features.,MAP,Interface implementations,MAP-07,Mobile Application,Supplementary
MAP-07-05,Demonstrateseveralways to improve cross-platform accommodation and support.,MAP,Interface implementations,MAP-07,Mobile Application,Supplementary
MAP-08-01,Describeseveralconcepts of basic service and functions.,MAP,"Camera, state, and documents interaction",MAP-08,Mobile Application,Supplementary
MAP-08-02,Manipulate streams from camera and microphones.,MAP,"Camera, state, and documents interaction",MAP-08,Mobile Application,Supplementary
MAP-08-03,Describe and contrastseveraltechniquesfor implementing applications about mobile states.,MAP,"Camera, state, and documents interaction",MAP-08,Mobile Application,Supplementary
MAP-08-04,Demonstrate the usefulness of document interaction control.,MAP,"Camera, state, and documents interaction",MAP-08,Mobile Application,Supplementary
MAP-09-01,Expressseveralbasic concepts of2D graphic and animation.,MAP,2D graphic and animation,MAP-09,Mobile Application,Supplementary
MAP-09-02,Create graphics on different mobile platforms.,MAP,2D graphic and animation,MAP-09,Mobile Application,Supplementary
MAP-09-03,Design a dynamic graphic transformation for animation.,MAP,2D graphic and animation,MAP-09,Mobile Application,Supplementary
MAP-09-04,Design2D graphicsand animation onseveralmobile devices using different operating systems.,MAP,2D graphic and animation,MAP-09,Mobile Application,Supplementary
SDM-01-01,Illustrate the software development process.,SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-02,Differentiate among phases in software development.,SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-03,"Compare software process models based on size, functional requirements, anddesign qualities of the software system and team and",SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-04,frastructure resources.,SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-05,"Describe how modern user experiences,beyond the browser,influence software development for mobile devices, touch screens, gesture",SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-06,"d voice-controlled interactions, 3D immersion or virtual reality, sensor industrial networks, and game platforms.",SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-07,"Develop a software application by using library and other service interfaces (e.g., APIs) specific to the user’splatform.",SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-08,Explain the differences among platform-specific development andgeneral-purposeprogramming.,SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-01-09,Test some constraints thatplatformsimpose on development.,SDM,Process models and activities,SDM-01,Software Development and Management,Supplementary
SDM-03-01,Show howmodern tools and services improve efficiency and effectiveness of developers working in teams and on systems with various,SDM,Tools and services,SDM-03,Software Development and Management,Supplementary
SDM-03-02,"allenges (e.g., size, constrained by time or resources, legacy code).",SDM,Tools and services,SDM-03,Software Development and Management,Supplementary
SDM-03-03,"Select and use appropriate tools for requirements tracking, design modeling, implementation, build automation, and bug tracking.",SDM,Tools and services,SDM-03,Software Development and Management,Supplementary
SDM-03-04,"Conduct inspections, code reviews, audits and indicate the results of the evaluation.",SDM,Tools and services,SDM-03,Software Development and Management,Supplementary
SDM-03-05,Describe the use of version control to manage software configuration and release management.,SDM,Tools and services,SDM-03,Software Development and Management,Supplementary
SDM-04-01,Argueforthe importance of project management as it relates to software development.,SDM,Management,SDM-04,Software Development and Management,Supplementary
SDM-04-02,Engage in team building and team management in a software development project.,SDM,Management,SDM-04,Software Development and Management,Supplementary
SDM-04-03,"Plan, monitor, and track progresses for a project activity using projectmanagement tools.",SDM,Management,SDM-04,Software Development and Management,Supplementary
SDM-04-04,"Assess, mitigate, and manage risks that affect decisions in the software development process.",SDM,Management,SDM-04,Software Development and Management,Supplementary
SDM-04-05,Assess development effort and participate in process improvement by tracking commitments and managing project quality.,SDM,Management,SDM-04,Software Development and Management,Supplementary
SDM-04-06,Use project metrics to monitor a project’s progress.,SDM,Management,SDM-04,Software Development and Management,Supplementary
SDM-05-01,"Use appropriate tools to deploy, operate, and maintain a software system.",SDM,"Deployment, operations, and maintenance",SDM-05,Software Development and Management,Supplementary
SDM-05-02,"Practice version tracking, automated building, and release of software systems.",SDM,"Deployment, operations, and maintenance",SDM-05,Software Development and Management,Supplementary
SDM-05-03,Explain the difference between pre-production and production software operation environments.,SDM,"Deployment, operations, and maintenance",SDM-05,Software Development and Management,Supplementary
SDM-05-04,"Extend the software process with phases that are more relevant in IT: deployment, operations, and maintainability.",SDM,"Deployment, operations, and maintenance",SDM-05,Software Development and Management,Supplementary
SRE-01-01,Show the importance of the social context of IT and adherence to ethical codes of conduct.,SRE,Social Contextof Computing,SRE-01,Social Responsibility,Supplementary
SRE-01-02,Describe the importance of green computing strategies.,SRE,Social Contextof Computing,SRE-01,Social Responsibility,Supplementary
SRE-01-03,"Contrastseveralhistorical, social, professional, ethical,and legal aspects of e-computing.",SRE,Social Contextof Computing,SRE-01,Social Responsibility,Supplementary
SRE-01-04,Describeseveralways teamwork integrates throughout IT and supports an organization.,SRE,Social Contextof Computing,SRE-01,Social Responsibility,Supplementary
SRE-01-05,Describe ways in whichcomputing alters the modes of interaction between people.,SRE,Social Contextof Computing,SRE-01,Social Responsibility,Supplementary
SRE-01-06,Describe some parameters needed to design an ethical algorithm.,SRE,Social Contextof Computing,SRE-01,Social Responsibility,Supplementary
SRE-02-01,Evaluateseveralcomputer IT projects where teamwork approaches are important.,SRE,"Goals, plans,tasks, deadlines and risks",SRE-02,Social Responsibility,Supplementary
SRE-02-02,Illustrateseveralways in which industry approaches teamwork toward a common goal.,SRE,"Goals, plans,tasks, deadlines and risks",SRE-02,Social Responsibility,Supplementary
SRE-02-03,Critique the skill sets necessary to function effectively in a team environment.,SRE,"Goals, plans,tasks, deadlines and risks",SRE-02,Social Responsibility,Supplementary
SRE-02-04,Implement severalplanning team goals.,SRE,"Goals, plans,tasks, deadlines and risks",SRE-02,Social Responsibility,Supplementary
SRE-03-01,Demonstrate the role of government regulations on organizations as well as on a global scale.,SRE,Government role and regulations,SRE-03,Social Responsibility,Supplementary
SRE-03-02,Analyze the role of the government and how it affectssoftware projects.,SRE,Government role and regulations,SRE-03,Social Responsibility,Supplementary
SRE-03-03,Contrast the different national approaches to green computing policy creation and implementation.,SRE,Government role and regulations,SRE-03,Social Responsibility,Supplementary
SRE-03-04,Evaluatethe importance of regulation in the control of efficient waste reduction and recycling.,SRE,Government role and regulations,SRE-03,Social Responsibility,Supplementary
SRE-04-01,Critique IT approaches to reduce energy consumption such as thin client solutions as well asthoseon a global scale.,SRE,Global challenges and approaches,SRE-04,Social Responsibility,Supplementary
SRE-04-02,Describe the employment of environmental computing practices in the life cycle of IT applications and system design.,SRE,Global challenges and approaches,SRE-04,Social Responsibility,Supplementary
SRE-04-03,"Evaluateorganizational green computing performance metrics, recycling practices, energy use,and e-waste reduction.",SRE,Global challenges and approaches,SRE-04,Social Responsibility,Supplementary
SRE-04-04,Describe reasons for havingethicalalgorithms in robotics and artificial intelligence.,SRE,Global challenges and approaches,SRE-04,Social Responsibility,Supplementary
SRE-05-01,Evaluate the aspects of anorganizationthat may be impacted by a security breach or interruption of operation.,SRE,Risk management,SRE-05,Social Responsibility,Supplementary
SRE-05-02,Quantify the financial losses associated with potential security breaches and interruption of operations.,SRE,Risk management,SRE-05,Social Responsibility,Supplementary
SRE-05-03,Analyze and describe steps to assess risks associated with security specified by acceptedsecuritystandards.,SRE,Risk management,SRE-05,Social Responsibility,Supplementary
SRE-05-04,Describe the costs associated with actions that can be taken to mitigate security risks.,SRE,Risk management,SRE-05,Social Responsibility,Supplementary
SRE-06-01,"Be aware of common energy saving guidelines and standards (e.g.,Energy Star international standard) and be aware of sensor and",SRE,Sustainable Computing,SRE-06,Social Responsibility,Supplementary
SRE-06-02,nitoring software used to track energy use.,SRE,Sustainable Computing,SRE-06,Social Responsibility,Supplementary
SRE-06-03,"Be aware of industry standards (e.g.,advanced configuration and power (ACP) interface design and manufacturing of computer",SRE,Sustainable Computing,SRE-06,Social Responsibility,Supplementary
SRE-06-04,mponents for power savings).,SRE,Sustainable Computing,SRE-06,Social Responsibility,Supplementary
SRE-06-05,"Describeseveraltechniques for the use of renewable energy sources (i.e.,solar and wind power).",SRE,Sustainable Computing,SRE-06,Social Responsibility,Supplementary
SRE-06-06,Show how workplace incentives will increase the implementation of green computing and computer hazardousmaterial management.,SRE,Sustainable Computing,SRE-06,Social Responsibility,Supplementary
SRE-06-07,Analyze and critique capital investment projects needed to continue stable energy delivery.,SRE,Sustainable Computing,SRE-06,Social Responsibility,Supplementary
VSS-01-01,Describe how virtualization creates an improved solution.,VSS,Perspectives and impact,VSS-01,Virtual Systems and Services,Supplementary
VSS-01-02,Compare a virtual machine to virtualization.,VSS,Perspectives and impact,VSS-01,Virtual Systems and Services,Supplementary
VSS-01-03,Compare a host machine to a virtual machine.,VSS,Perspectives and impact,VSS-01,Virtual Systems and Services,Supplementary
VSS-01-04,Demonstrate the role of the hypervisor.,VSS,Perspectives and impact,VSS-01,Virtual Systems and Services,Supplementary
VSS-01-05,"Compare hypervisor on bare metal (VMware) and hypervisor running in an OS (Hyper-V, RHEV, OracleVM).",VSS,Perspectives and impact,VSS-01,Virtual Systems and Services,Supplementary
VSS-02-01,Analyze the types of situations where virtualization is an appropriate solution.,VSS,Implementationof virtualization,VSS-02,Virtual Systems and Services,Supplementary
VSS-02-02,Contrast the advantages and disadvantages of virtualization in different application areas.,VSS,Implementationof virtualization,VSS-02,Virtual Systems and Services,Supplementary
VSS-02-03,"Document the different virtualization licensing issues forWindows, Linux,and Max OSx operating systems.",VSS,Implementationof virtualization,VSS-02,Virtual Systems and Services,Supplementary
VSS-02-04,Contrast virtualization of applications with clustering applications.,VSS,Implementationof virtualization,VSS-02,Virtual Systems and Services,Supplementary
VSS-03-01,"Critique different user platform (i.e., desktops and devices) virtualization frameworks.",VSS,User Platform virtualization,VSS-03,Virtual Systems and Services,Supplementary
VSS-03-02,Contrast the operational advantages and disadvantages of a virtualized device.,VSS,User Platform virtualization,VSS-03,Virtual Systems and Services,Supplementary
VSS-03-03,Install a virtual machine on a host machine.,VSS,User Platform virtualization,VSS-03,Virtual Systems and Services,Supplementary
VSS-03-04,Install and configure different operating systems on a virtual machine.,VSS,User Platform virtualization,VSS-03,Virtual Systems and Services,Supplementary
VSS-04-01,Critique servervirtualization platforms and licensing differences.,VSS,Server virtualization,VSS-04,Virtual Systems and Services,Supplementary
VSS-04-02,Contrast the operational advantages and disadvantages of a virtualized server.,VSS,Server virtualization,VSS-04,Virtual Systems and Services,Supplementary
VSS-04-03,Install a virtual machine on a host server.,VSS,Server virtualization,VSS-04,Virtual Systems and Services,Supplementary
VSS-04-04,Install and configure different server systems on a virtual computer.,VSS,Server virtualization,VSS-04,Virtual Systems and Services,Supplementary
VSS-04-05,Evaluate the performance of virtualized servers against industry benchmarks.,VSS,Server virtualization,VSS-04,Virtual Systems and Services,Supplementary
VSS-05-01,Compare the differences between a physical and virtualized network.,VSS,Network virtualization,VSS-05,Virtual Systems and Services,Supplementary
VSS-05-02,Contrast the operational advantages and disadvantages of a virtualized network.,VSS,Network virtualization,VSS-05,Virtual Systems and Services,Supplementary
VSS-05-03,Evaluate different network management strategies using a virtual network.,VSS,Network virtualization,VSS-05,Virtual Systems and Services,Supplementary
VSS-06-01,Contrastseveraldifferentservercluster designs.,VSS,Cluster design and administration,VSS-06,Virtual Systems and Services,Supplementary
VSS-06-02,Describe how tools and techniques are used for cluster administration.,VSS,Cluster design and administration,VSS-06,Virtual Systems and Services,Supplementary
VSS-06-03,"Design,install,and configure a cluster in the lab.",VSS,Cluster design and administration,VSS-06,Virtual Systems and Services,Supplementary
VSS-06-04,Adjust cluster configurations to accomplish different operational objectives.,VSS,Cluster design and administration,VSS-06,Virtual Systems and Services,Supplementary
VSS-07-01,Explain how clustering software functions.,VSS,Softwareclustering application,VSS-07,Virtual Systems and Services,Supplementary
VSS-07-02,Contrast high availability vs.high performanceclustering.,VSS,Softwareclustering application,VSS-07,Virtual Systems and Services,Supplementary
VSS-07-03,Research and evaluate the suitability of cluster software and middleware tools in different operational contexts.,VSS,Softwareclustering application,VSS-07,Virtual Systems and Services,Supplementary
VSS-07-04,"Illustrate application cluster concepts such as load balancing, failover, and node monitoring.",VSS,Softwareclustering application,VSS-07,Virtual Systems and Services,Supplementary
VSS-08-01,Contrast the different storage environments and describe how they function.,VSS,Storage,VSS-08,Virtual Systems and Services,Supplementary
VSS-08-02,Contrast the operational advantages and disadvantages of the storage alternatives.,VSS,Storage,VSS-08,Virtual Systems and Services,Supplementary
VSS-08-03,Installand configure a storage environment and file system.,VSS,Storage,VSS-08,Virtual Systems and Services,Supplementary
VSS-08-04,Evaluate the performance ofstorage and file systems against industry benchmarks.,VSS,Storage,VSS-08,Virtual Systems and Services,Supplementary
