topicId,topic,domainId,domain,subdomain,subdomainId,Tier,CS Courses
OS-08-02,Abstracting device differences,OS,Operating System,Device Management,OS-08,Elective,
OS-08-03,Buffering strategies,OS,Operating System,Device Management,OS-08,Elective,
OS-08-04,Direct memory access,OS,Operating System,Device Management,OS-08,Elective,COMP 2604
OS-08-05,Recovery from failures,OS,Operating System,Device Management,OS-08,Elective,
OS-09-01,"Files: data, metadata, operations, organization, buffering, sequential, nonsequential",OS,Operating System,File Systems ,OS-09,Elective,"COMP 2604, INFO 2603"
OS-09-02,Directories: contents and structure,OS,Operating System,File Systems ,OS-09,Elective,"COMP 2604, INFO 2603"
OS-09-03,"File systems: partitioning, mount/unmount, virtual file systems",OS,Operating System,File Systems ,OS-09,Elective,"COMP 2604, INFO 2603"
OS-09-04,Standard implementation techniques,OS,Operating System,File Systems ,OS-09,Elective,
OS-09-05,Memory-mapped files,OS,Operating System,File Systems ,OS-09,Elective,COMP 2604
OS-09-06,Special-purpose file systems,OS,Operating System,File Systems ,OS-09,Elective,"COMP 3606,COMP 2604"
OS-09-07,"Naming, searching, access, backups",OS,Operating System,File Systems ,OS-09,Elective,
OS-09-08,Journaling and log-structured file systems,OS,Operating System,File Systems ,OS-09,Elective,
OS-10-01,Process and task scheduling,OS,Operating System,Real Time and Embedded Systems ,OS-10,Elective,
OS-10-02,Memory/disk management requirements in a real-time environment,OS,Operating System,Real Time and Embedded Systems ,OS-10,Elective,
OS-10-03,"Failures, risks, and recovery",OS,Operating System,Real Time and Embedded Systems ,OS-10,Elective,
OS-10-04,Special concerns in real-time systems,OS,Operating System,Real Time and Embedded Systems ,OS-10,Elective,
OS-11-01,Fundamental concepts: reliable and available systems (cross-reference SF/Reliability through Redundancy),OS,Operating System,Fault Tolerance,OS-11,Elective,INFO 2603
OS-11-02,Spatial and temporal redundancy (cross-reference SF/Reliability through Redundancy),OS,Operating System,Fault Tolerance,OS-11,Elective,
OS-11-03,Methods used to implement fault tolerance,OS,Operating System,Fault Tolerance,OS-11,Elective,
OS-11-04,"Examples of OS mechanisms for detection, recovery, restart to implement fault tolerance, use of these ",OS,Operating System,Fault Tolerance,OS-11,Elective,
OS-12-01,Why system performance needs to be evaluated (cross-reference SF/Performance/Figures of performance ,OS,Operating System,System Performance Evaluation,OS-12,Elective,
OS-12-02,What is to be evaluated (cross-reference SF/Performance/Figures of performance merit),OS,Operating System,System Performance Evaluation,OS-12,Elective,
OS-12-03,"Systems performance policies, e.g., caching, paging, scheduling, memory management, and security",OS,Operating System,System Performance Evaluation,OS-12,Elective,
OS-12-04,"Evaluation models: deterministic, analytic, simulation, or implementation-specific",OS,Operating System,System Performance Evaluation,OS-12,Elective,
OS-12-05,How to collect evaluation data (profiling and tracing mechanisms),OS,Operating System,System Performance Evaluation,OS-12,Elective,
PBD-01-01,"Overview of platforms (e.g., Web, Mobile, Game,Industrial) ",PBD,Parallel and Distributed Computing,Introduction ,PB-01,Elective,INFO 1601
PBD-01-02,Programming via platform-specific APIs,PBD,Parallel and Distributed Computing,Introduction ,PB-01,Elective,
PBD-01-03,"Overview of Platform Languages (e.g., Objective C, HTML5) ",PBD,Parallel and Distributed Computing,Introduction ,PB-01,Elective,INFO 2602
PBD-01-04,Programming under platform constraints,PBD,Parallel and Distributed Computing,Introduction ,PB-01,Elective,INFO 2602
PBD-02-01,"Web programming languages (e.g., HTML5, Java Script, PHP, CSS) ",PBD,Parallel and Distributed Computing,Web Platforms,PB-02,Elective,INFO 2602
PB-02-02,Web platform constraints ,PBD,Parallel and Distributed Computing,Web Platforms,PB-02,Elective,
PB-02-03,Software as a Service (SaaS),PBD,Parallel and Distributed Computing,Web Platforms,PB-02,Elective,INFO 2602
PB-02-04,Web standards,PBD,Parallel and Distributed Computing,Web Platforms,PB-02,Elective,INFO 2602
PB-03-01,Mobile programming languages ,PBD,Parallel and Distributed Computing,Mobile Platforms ,PB-03,Elective,
PB-03-02,Challenges with mobility and wireless communication,PBD,Parallel and Distributed Computing,Mobile Platforms ,PB-03,Elective,
PB-03-03,Location-aware applications,PBD,Parallel and Distributed Computing,Mobile Platforms ,PB-03,Elective,
PB-03-04,Performance / power tradeoffs,PBD,Parallel and Distributed Computing,Mobile Platforms ,PB-03,Elective,
PB-03-05,Mobile platform constraints,PBD,Parallel and Distributed Computing,Mobile Platforms ,PB-03,Elective,
PB-03-06,Emerging technologies,PBD,Parallel and Distributed Computing,Mobile Platforms ,PB-03,Elective,
PB-04-01,"Types of Industrial Platforms (e.g., Mathematic, Robotic, Industrial Control) ",PBD,Parallel and Distributed Computing,Industrial Platforms ,PB-04,Elective,
PB-04-02,Robotic software and its architecture,PBD,Parallel and Distributed Computing,Industrial Platforms ,PB-04,Elective,
PB-04-03,Domain-specific languages,PBD,Parallel and Distributed Computing,Industrial Platforms ,PB-04,Elective,
PB-04-04,Industrial platform constraints,PBD,Parallel and Distributed Computing,Industrial Platforms ,PB-04,Elective,
PB-05-01,"Types of game platforms (e.g., XBox, Wii, PlayStation) ",PBD,Parallel and Distributed Computing,Game Platforms ,PB-05,Elective,
PB-05-02,"Game platform languages (e.g., C++, Java, Lua, Python)",PBD,Parallel and Distributed Computing,Game Platforms ,PB-05,Elective,COMP 3609
PB-05-03,Game platform constraints,PBD,Parallel and Distributed Computing,Game Platforms ,PB-05,Elective,
PD-01-01,Multiple simultaneous computations,PD,Platform-based Development,Parallelism Fundamentals ,PD-01,Tier 1,COMP 3610
PD-01-02,"Goals of parallelism (e.g., throughput) versus concurrency (e.g., controlling access to shared resources)",PD,Platform-based Development,Parallelism Fundamentals ,PD-01,Tier 1,COMP 3610
PD-01-03,"Parallelism, communication, and coordination ",PD,Platform-based Development,Parallelism Fundamentals ,PD-01,Tier 1,COMP 3610
PD-01-04,Programming errors not found in sequential programming,PD,Platform-based Development,Parallelism Fundamentals ,PD-01,Tier 1,
PD-02-01,Need for communication and coordination/synchronization,PD,Platform-based Development,Parallel Decomposition ,PD-02,Tier 1,COMP 3610
PD-02-02,Independence and partitioning,PD,Platform-based Development,Parallel Decomposition ,PD-02,Tier 1,COMP 3610
PD-02-03,Basic knowledge of parallel decomposition concepts (cross-reference SF/System Support for Parallelism) ,PD,Platform-based Development,Parallel Decomposition ,PD-02,Tier 2,COMP 3610
PD-02-04,Task-based decomposition,PD,Platform-based Development,Parallel Decomposition ,PD-02,Tier 2,COMP 3610
PD-02-05,Data-parallel decomposition,PD,Platform-based Development,Parallel Decomposition ,PD-02,Tier 2,COMP 3610
PD-02-06,"Actors and reactive processes (e.g., request handlers) ",PD,Platform-based Development,Parallel Decomposition ,PD-02,Tier 2,
PD-03-01,Shared Memory ,PD,Platform-based Development,Communication and Coordination ,PD-03,Tier 1,
PD-03-02," C onsistency, and its role in programming language guarantees for data-race-free programs ",PD,Platform-based Development,Communication and Coordination ,PD-03,Tier 1,
PD-03-03,Message passing,PD,Platform-based Development,Communication and Coordination ,PD-03,Tier 2,
PD-03-04,Atomicity,PD,Platform-based Development,Communication and Coordination ,PD-03,Tier 2,
PD-03-05,Consensus,PD,Platform-based Development,Communication and Coordination ,PD-03,Elective,
PD-03-06,Conditional actions,PD,Platform-based Development,Communication and Coordination ,PD-03,Elective,
PD-04-01,"Critical paths, work and span, and the relation to Amdahl’s law (cross-reference SF/Performance)",PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Tier 2,
PD-04-02,Speed-up and scalability,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Tier 2,
PD-04-03,Naturally (embarrassingly) parallel algorithms,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Tier 2,
PD-04-04,"Parallel algorithmic patterns (divide-and-conquer, map and reduce, master-workers, others)",PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Tier 2,COMP 3610
PD-04-05,"Parallel graph algorithms (e.g., parallel shortest path, parallel spanning tree) (cross-reference ",PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Elective,
PD-04-06,Parallel matrix computations,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Elective,
PD-04-07,Producer-consumer and pipelined algorithms,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Elective,
PD-04-08,Examples of non-scalable parallel algorithms,PD,Platform-based Development,"Parallel Algorithms, Analysis, and Programming ",PD-04,Elective,
PD-05-01,Multicore processors,PD,Platform-based Development,Parallel Architecture ,PD-05,Tier 1,COMP 3610
PD-05-02,Shared vs. distributed memory,PD,Platform-based Development,Parallel Architecture ,PD-05,Tier 1,COMP 3610
PD-05-03,Symmetric multiprocessing (SMP),PD,Platform-based Development,Parallel Architecture ,PD-05,Tier 2,COMP 3610
PD-05-04,"SIMD, vector processing ",PD,Platform-based Development,Parallel Architecture ,PD-05,Tier 2,COMP 3610
PD-05-05,"GPU, co-processing",PD,Platform-based Development,Parallel Architecture ,PD-05,Elective,COMP 3610
PD-05-06,Flynn’s taxonomy,PD,Platform-based Development,Parallel Architecture ,PD-05,Elective,
PD-05-07,Instruction level support for parallel programming,PD,Platform-based Development,Parallel Architecture ,PD-05,Elective,
PD-05-08,Memory issues,PD,Platform-based Development,Parallel Architecture ,PD-05,Elective,
PD-05-09,Topologies,PD,Platform-based Development,Parallel Architecture ,PD-05,Elective,
PD-06-01,Load balancing,PD,Platform-based Development,Parallel Performance ,PD-06,Elective,
PD-06-02,Performance measurement,PD,Platform-based Development,Parallel Performance ,PD-06,Elective,
PD-06-03,Scheduling and contention (cross-reference OS/Scheduling and Dispatch),PD,Platform-based Development,Parallel Performance ,PD-06,Elective,
PD-06-04,Evaluating communication overhead,PD,Platform-based Development,Parallel Performance ,PD-06,Elective,
PD-06-05,Data management,PD,Platform-based Development,Parallel Performance ,PD-06,Elective,
PD-06-06,Power usage and management,PD,Platform-based Development,Parallel Performance ,PD-06,Elective,
PD-07-01,Faults (cross-reference OS/Fault Tolerance),PD,Platform-based Development,Distributed Systems ,PD-07,Elective,
PD-07-02,Distributed message sending,PD,Platform-based Development,Distributed Systems ,PD-07,Elective,COMP 3610
PD-07-03,Distributed system design tradeoffs,PD,Platform-based Development,Distributed Systems ,PD-07,Elective,COMP 3610
PD-07-04,Distributed service design,PD,Platform-based Development,Distributed Systems ,PD-07,Elective,COMP 3610
PD-07-05,Core distributed algorithms,PD,Platform-based Development,Distributed Systems ,PD-07,Elective,
PD-08-01,Internet-Scale computing,PD,Platform-based Development,Cloud Computing ,PD-08,Elective,
PD-08-02,Cloud services,PD,Platform-based Development,Cloud Computing ,PD-08,Elective,
PD-08-03,Virtualization (cross-reference SF/Virtualization and Isolation and OS/Virtual Machines),PD,Platform-based Development,Cloud Computing ,PD-08,Elective,
PD-08-04,Cloud-based data storage,PD,Platform-based Development,Cloud Computing ,PD-08,Elective,
PD-09-01,"Formal models of processes and message passing, including algebras such as Communicating Sequential ",PD,Platform-based Development,Formal Models and Semantics ,PD-09,Elective,
PD-09-02,"Formal models of parallel computation, including the Parallel Random Access Machine (PRAM) and ",PD,Platform-based Development,Formal Models and Semantics ,PD-09,Elective,
PD-09-03,Formal models of computational dependencies,PD,Platform-based Development,Formal Models and Semantics ,PD-09,Elective,
PD-09-04,Models of (relaxed) shared memory consistency and their relation to programming language specifications,PD,Platform-based Development,Formal Models and Semantics ,PD-09,Elective,
PD-09-05,Algorithmic correctness criteria including linearizability,PD,Platform-based Development,Formal Models and Semantics ,PD-09,Elective,
PD-09-06,"Models of algorithmic progress, including non-blocking guarantees and fairness",PD,Platform-based Development,Formal Models and Semantics ,PD-09,Elective,
PD-09-07,Techniques for specifying and checking correctness properties such as atomicity and freedom from data ,PD,Platform-based Development,Formal Models and Semantics ,PD-09,Elective,
PL-01-01,Object-oriented design ,PL,Programming Languages,Object-Oriented Programming ,PL-01,Tier 1,"COMP 2603,COMP 3609"
PL-01-02,"Definition of classes: fields, methods, and constructors ",PL,Programming Languages,Object-Oriented Programming ,PL-01,Tier 1,COMP 2603
PL-01-03,"Subclasses, inheritance, and method overriding ",PL,Programming Languages,Object-Oriented Programming ,PL-01,Tier 1,"COMP 2603,COMP 3607"
PL-01-04,Dynamic dispatch: definition of method-call ,PL,Programming Languages,Object-Oriented Programming ,PL-01,Tier 1,COMP 2603
PL-01-05,Subtyping (cross-reference PL/Type Systems),PL,Programming Languages,Object-Oriented Programming ,PL-01,Tier 2,"COMP 2603,COMP 3607"
PL-01-06,Object-oriented idioms for encapsulation ,PL,Programming Languages,Object-Oriented Programming ,PL-01,Tier 2,COMP 2603
PL-01-07,"Using collection classes, iterators, and other common library components",PL,Programming Languages,Object-Oriented Programming ,PL-01,Tier 2,"COMP 2603,COMP 3606"
PL-02-01,Effect-free programming ,PL,Programming Languages,Functional Programming ,PL-02,Tier 1,
PL-02-02,"Processing structured data (e.g., trees) via functions with cases for each data variant ",PL,Programming Languages,Functional Programming ,PL-02,Tier 1,
PL-02-03,"First-class functions (taking, returning, and storing functions)",PL,Programming Languages,Functional Programming ,PL-02,Tier 1,
PL-02-04,Function closures (functions using variables in the enclosing lexical environment),PL,Programming Languages,Functional Programming ,PL-02,Tier 2,
PL-02-05,"Defining higher-order operations on aggregates, especially map, reduce/fold, and filter",PL,Programming Languages,Functional Programming ,PL-02,Tier 2,
PL-03-01,Events and event handlers ,PL,Programming Languages,Event-Driven and Reactive Programming ,PL-03,Tier 2,"COMP 2603,COMP 3606,COMP 3609"
PL-03-02,"Canonical uses such as GUIs, mobile devices, robots, servers",PL,Programming Languages,Event-Driven and Reactive Programming ,PL-03,Tier 2,COMP 3606
PL-03-03,Using a reactive framework,PL,Programming Languages,Event-Driven and Reactive Programming ,PL-03,Tier 2,"COMP 2603,COMP 3606,COMP 3609"
PL-03-04,Externally-generated events and program-generated events,PL,Programming Languages,Event-Driven and Reactive Programming ,PL-03,Tier 2,COMP 3606
PL-03-05,"Separation of model, view, and controller",PL,Programming Languages,Event-Driven and Reactive Programming ,PL-03,Tier 2,"COMP 2603,COMP 3606"
PL-04-01,A type as a set of values together with a set of operations ,PL,Programming Languages,Basic Type Systems ,PL-04,Tier 1,
PL-04-02,"Association of types to variables, arguments, results, and fields ",PL,Programming Languages,Basic Type Systems ,PL-04,Tier 1,
PL-04-03,Type safety and errors caused by using values inconsistently giventheir intended types,PL,Programming Languages,Basic Type Systems ,PL-04,Tier 1,"COMP 2603,COMP 3607"
PL-04-04,Goals and limitations of static typing ,PL,Programming Languages,Basic Type Systems ,PL-04,Tier 1,"COMP 2603,COMP 3607"
PL-04-05,Generic types (parametric polymorphism),PL,Programming Languages,Basic Type Systems ,PL-04,Tier 2,COMP 3607
PL-04-06,Complementary benefits of static and dynamic typing,PL,Programming Languages,Basic Type Systems ,PL-04,Tier 2,
PL-05-01,"Programs that take (other) programs as input such as interpreters, compilers, type-checkers, documentation ",PL,Programming Languages,Program Representation ,PL-05,Tier 2,
PL-05-02,Abstract syntax trees; contrast with concrete syntax,PL,Programming Languages,Program Representation ,PL-05,Tier 2,
PL-05-03,"Data structures to represent code for execution, translation, or transmission",PL,Programming Languages,Program Representation ,PL-05,Tier 2,
PL-06-01,Interpretation vs. compilation to native code vs. compilation toportable intermediate representation,PL,Programming Languages,Language Translation and Execution ,PL-06,Tier 2,
PL-06-02,"Language translation pipeline: parsing, optional type-checking, translation, linking, execution",PL,Programming Languages,Language Translation and Execution ,PL-06,Tier 2,
PL-06-03,Run-time representation of core language constructs such as objects (method tables) and first-class ,PL,Programming Languages,Language Translation and Execution ,PL-06,Tier 2,
PL-06-04,"Run-time layout of memory: call-stack, heap, static data",PL,Programming Languages,Language Translation and Execution ,PL-06,Tier 2,
PL-06-05,Memory management,PL,Programming Languages,Language Translation and Execution ,PL-06,Tier 2,
PL-07-01,Scanning (lexical analysis) using regular expressions,PL,Programming Languages,Syntax Analysis ,PL-07,Elective,
PL-07-02,"Parsing strategies including top-down (e.g., recursive descent, Earley parsing, or LL) and bottom-up (e.g., ",PL,Programming Languages,Syntax Analysis ,PL-07,Elective,
PL-07-03,Generating scanners and parsers from declarative specifications,PL,Programming Languages,Syntax Analysis ,PL-07,Elective,
PL-08-01,High-level program representations such as abstract syntax trees,PL,Programming Languages,Compiler Semantic Analysis ,PL-08,Elective,
PL-08-02,Scope and binding resolution,PL,Programming Languages,Compiler Semantic Analysis ,PL-08,Elective,
PL-08-03,Type checking,PL,Programming Languages,Compiler Semantic Analysis ,PL-08,Elective,
PL-08-04,Declarative specifications such as attribute grammars,PL,Programming Languages,Compiler Semantic Analysis ,PL-08,Elective,
PL-09-01,Procedure calls and method dispatching,PL,Programming Languages,Code Generation ,PL-09,Elective,
PL-09-02,Separate compilation; linking,PL,Programming Languages,Code Generation ,PL-09,Elective,
PL-09-03,Instruction selection,PL,Programming Languages,Code Generation ,PL-09,Elective,
PL-09-04,Instruction scheduling,PL,Programming Languages,Code Generation ,PL-09,Elective,
PL-09-05,Register allocation,PL,Programming Languages,Code Generation ,PL-09,Elective,
PL-09-06,Peephole optimization,PL,Programming Languages,Code Generation ,PL-09,Elective,
PL-10-01,"Dynamic memory management approaches and techniques: malloc/free, garbage collection (mark-sweep, ",PL,Programming Languages,Runtime Systems,PL-10,Elective,
PL-10-02,Data layout for objects and activation records,PL,Programming Languages,Runtime Systems,PL-10,Elective,
PL-10-03,Just-in-time compilation and dynamic recompilation,PL,Programming Languages,Runtime Systems,PL-10,Elective,
PL-10-04,"Other common features of virtual machines, such as class loading, threads,and security.",PL,Programming Languages,Runtime Systems,PL-10,Elective,
PL-11-01,"Relevant program representations, such as basic blocks, control-flow graphs, def-use chains,and static ",PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-11-02,Undecidability and consequences for program analysis,PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-11-03,"Flow-insensitive analyses, such as type-checking and scalable pointer and alias analyses",PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-11-04,"Flow-sensitive analyses, such as forward and backward dataflow analyses",PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-11-05,"Path-sensitive analyses, such as software model checking",PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-11-06,Tools and frameworks for defining analyses,PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-11-07,Role of static analysis in program optimization,PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-11-08,Role of static analysis in (partial) verification and bug-finding,PL,Programming Languages,Static Analysis ,PL-11,Elective,
PL-12-01,Lazy evaluation and infinite streams,PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-12-02,"Control Abstractions: Exception Handling, Continuations, Monads",PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-12-03,"Object-oriented abstractions: Multiple inheritance, Mixins, Traits, Multimethods",PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-12-04,"Metaprogramming: Macros, Generative programming, Model-based development",PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-12-05,Module systems,PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-12-06,String manipulation via pattern-matching (regular expressions),PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-12-07,Dynamic code evaluation (“eval”),PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-12-08,"Language support for checking assertions, invariants, and pre/post-conditions",PL,Programming Languages,Advanced Programming Constructs ,PL-12,Elective,
PL-13-01,Constructs for thread-shared variables and shared-memory synchronization,PL,Programming Languages,Concurrency and Parallelism ,PL-13,Elective,
PL-13-02,Actor models,PL,Programming Languages,Concurrency and Parallelism ,PL-13,Elective,
PL-13-03,Futures,PL,Programming Languages,Concurrency and Parallelism ,PL-13,Elective,
PL-13-04,Language support for data parallelism,PL,Programming Languages,Concurrency and Parallelism ,PL-13,Elective,COMP 3606
PL-13-05,Models for passing messages between sequential processes,PL,Programming Languages,Concurrency and Parallelism ,PL-13,Elective,COMP 3606
PL-13-06,Effect of memory-consistency models on language semantics and correct code generation,PL,Programming Languages,Concurrency and Parallelism ,PL-13,Elective,
PL-14-01,"Compositional type constructors, such as product types (for aggregates), sum types (for unions), function ",PL,Programming Languages,Type Systems ,PL-14,Elective,
PL-14-02,Type checking,PL,Programming Languages,Type Systems ,PL-14,Elective,
PL-14-03,Type safety as preservation plus progress,PL,Programming Languages,Type Systems ,PL-14,Elective,
PL-14-04,Type inference,PL,Programming Languages,Type Systems ,PL-14,Elective,
PL-14-05,Static overloading,PL,Programming Languages,Type Systems ,PL-14,Elective,
PL-15-01,Syntax vs. semantics,PL,Programming Languages,Formal Semantics ,PL-15,Elective,
PL-15-02,Lambda Calculus,PL,Programming Languages,Formal Semantics ,PL-15,Elective,
PL-15-03,"Approaches to semantics: Operational, Denotational, Axiomatic",PL,Programming Languages,Formal Semantics ,PL-15,Elective,
PL-15-04,Proofs by induction over language semantics,PL,Programming Languages,Formal Semantics ,PL-15,Elective,
PL-15-05,Formal definitions and proofs for type systems(cross-reference PL/Type Systems),PL,Programming Languages,Formal Semantics ,PL-15,Elective,
PL-15-06,Parametricity(cross-reference PL/Type Systems),PL,Programming Languages,Formal Semantics ,PL-15,Elective,
PL-15-07,Using formal semantics for systems modeling,PL,Programming Languages,Formal Semantics ,PL-15,Elective,
PL-16-01,Principles of language design such as orthogonality,PL,Programming Languages,Language Pragmatics ,PL-16,Elective,
PL-16-02,"Evaluation order, precedence, and associativity",PL,Programming Languages,Language Pragmatics ,PL-16,Elective,
PL-16-03,Eager vs. delayed evaluation,PL,Programming Languages,Language Pragmatics ,PL-16,Elective,
PL-16-04,Defining controland iteration constructs,PL,Programming Languages,Language Pragmatics ,PL-16,Elective,
PL-16-05,External calls and system libraries,PL,Programming Languages,Language Pragmatics ,PL-16,Elective,
PL-17-01,Clausal representation of data structures and algorithms,PL,Programming Languages,Logic Programming ,PL-17,Elective,
PL-17-02,Unification,PL,Programming Languages,Logic Programming ,PL-17,Elective,
PL-17-03,Backtracking and search,PL,Programming Languages,Logic Programming ,PL-17,Elective,
PL-17-04,Cuts,PL,Programming Languages,Logic Programming ,PL-17,Elective,
SD-01-01,The concept and properties of algorithms,SDF,Software Development Fundamentals,Algorithms and Design,SD-01,Tier 1,COMP 1601
SD-01-02,The role of algorithms in the problem-solving process,SDF,Software Development Fundamentals,Algorithms and Design,SD-01,Tier 1,COMP 1601
SD-01-03,Problem-solving strategies ,SDF,Software Development Fundamentals,Algorithms and Design,SD-01,Tier 1,
SD-01-04,Fundamental design concepts and principles,SDF,Software Development Fundamentals,Algorithms and Design,SD-01,Tier 1,"COMP 2603,COMP 3607"
SD-02-01,Basic syntax and semantics of a higher-level language,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SD-02,Tier 1,"COMP 2603,COMP 1603,COMP 1602,COMP 1601"
SD-02-02,"Variables and primitive data types (e.g., numbers, characters, Booleans)",SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SD-02,Tier 1,"COMP 2603,COMP 1601"
SD-02-03,Expressions and assignments,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SD-02,Tier 1,"COMP 2603,COMP 1601"
SD-02-04,Simple I/O including file I/O,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SD-02,Tier 1,"COMP 2603,COMP 1601"
SD-02-05,Conditional and iterative control structures,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SD-02,Tier 1,"COMP 2603,COMP 1601"
SD-02-06,Functions and parameter passing,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SD-02,Tier 1,"COMP 2603,COMP 1602,COMP 1601"
SD-02-07,The concept of recursion,SDF,Software Development Fundamentals,Fundamental Programming Concepts ,SD-02,Tier 1,COMP 1603
SD-03-01,Arrays,SDF,Software Development Fundamentals,Fundamental Data Structures ,SD-03,Tier 1,"COMP 2603,COMP 1602,COMP 1601"
SD-03-02,Records/structs (heterogeneous aggregates),SDF,Software Development Fundamentals,Fundamental Data Structures ,SD-03,Tier 1,COMP 1602
SD-03-03,Strings and string processing,SDF,Software Development Fundamentals,Fundamental Data Structures ,SD-03,Tier 1,"COMP 2603,COMP 1602"
SD-03-04,Abstract data types and their implementation,SDF,Software Development Fundamentals,Fundamental Data Structures ,SD-03,Tier 1,"COMP 2603,COMP 1603"
SD-03-05,References and aliasing,SDF,Software Development Fundamentals,Fundamental Data Structures ,SD-03,Tier 1,
SD-03-06,Linked lists,SDF,Software Development Fundamentals,Fundamental Data Structures ,SD-03,Tier 1,COMP 1603
SD-03-07,Strategies for choosing the appropriate data structure,SDF,Software Development Fundamentals,Fundamental Data Structures ,SD-03,Tier 1,"COMP 2603,COMP 1603"
SD-04-01,Program comprehension,SDF,Software Development Fundamentals,Development Methods ,SD-04,Tier 1,COMP 3607
SD-04-02,Program correctness,SDF,Software Development Fundamentals,Development Methods ,SD-04,Tier 1,COMP 3607
SD-04-03,Simple refactoring,SDF,Software Development Fundamentals,Development Methods ,SD-04,Tier 1,COMP 3607
SD-04-04,Modern programming environments,SDF,Software Development Fundamentals,Development Methods ,SD-04,Tier 1,COMP 3607
SD-04-05,Debugging strategies,SDF,Software Development Fundamentals,Development Methods ,SD-04,Tier 1,COMP 3607
SD-04-06,Documentation and program style,SDF,Software Development Fundamentals,Development Methods ,SD-04,Tier 1,COMP 3607
SE-01-01,"Systems level considerations, i.e., the interaction of software with its intended environment (cross-",SE,Software Engineering,Software Processes ,SE-01,Tier 1,
SE-01-02,"Introduction to software process models (e.g., waterfall, incremental, agile)",SE,Software Engineering,Software Processes ,SE-01,Tier 1,COMP 2606
SE-01-03,Programming in the large vs. individual programming,SE,Software Engineering,Software Processes ,SE-01,Tier 1,COMP 2606
SE-01-04,Evaluation of software process models,SE,Software Engineering,Software Processes ,SE-01,Tier 2,"COMP 2606,COMP 3613"
SE-01-05,Software quality concepts,SE,Software Engineering,Software Processes ,SE-01,Elective,"COMP 3613,COMP 2606"
SE-01-06,Process improvement,SE,Software Engineering,Software Processes ,SE-01,Elective,COMP 3613
SE-01-07,Software process capability maturity models,SE,Software Engineering,Software Processes ,SE-01,Elective,COMP 3613
SE-01-08,Software process measurements,SE,Software Engineering,Software Processes ,SE-01,Elective,COMP 3613
SE-02-01,Team participation,SE,Software Engineering,Software ProjectManagement ,SE-02,Tier 2,"COMP 3613,COMP 2606,INFO 3604"
SE-02-02,Effort Estimation (at the personal level),SE,Software Engineering,Software ProjectManagement ,SE-02,Tier 2,"COMP 3613,INFO 3604"
SE-02-03,Risk(cross reference IAS/Secure Software Engineering) ,SE,Software Engineering,Software ProjectManagement ,SE-02,Tier 2,"COMP 2606,COMP 3613,INFO 3604"
SE-02-04,Team management,SE,Software Engineering,Software ProjectManagement ,SE-02,Elective,"COMP 3613,COMP 2606,INFO 3604"
SE-02-05,Project management,SE,Software Engineering,Software ProjectManagement ,SE-02,Elective,"COMP 2606,COMP 3613,INFO 3604"
SE-02-06,Software measurement and estimation techniques ,SE,Software Engineering,Software ProjectManagement ,SE-02,Elective,COMP 3613
SE-02-07,Software quality assurance and the role of measurements,SE,Software Engineering,Software ProjectManagement ,SE-02,Elective,COMP 3613
SE-02-08,Risk,SE,Software Engineering,Software ProjectManagement ,SE-02,Elective,COMP 2606
SE-02-09,System-wide approach to risk including hazards associated with tools,SE,Software Engineering,Software ProjectManagement ,SE-02,Elective,
SE-03-01,Software configuration management and version control,SE,Software Engineering,Tools andEnvironments ,SE-03,Tier 2,COMP 3613
SE-03-02,Release management,SE,Software Engineering,Tools andEnvironments ,SE-03,Tier 2,COMP 3613
SE-03-03,Requirements analysis and design modeling tools,SE,Software Engineering,Tools andEnvironments ,SE-03,Tier 2,COMP 2606
