topicId,topic,domainId,subdomain,subdomainId,domain,tier,courses
OS-07-01,"Types of virtualization (including Hardware/Software, OS, Server, Service, Network) ",OS,Virtual Machines ,OS-07,Operating System,Elective,"COMP 2604,INFO 2603"
OS-07-02,Paging and virtual memory,OS,Virtual Machines ,OS-07,Operating System,Elective,"COMP 1600,COMP 2604,INFO 2603"
OS-07-03,Virtual file systems,OS,Virtual Machines ,OS-07,Operating System,Elective,"COMP 2604,INFO 2603"
OS-07-04,Hypervisors ,OS,Virtual Machines ,OS-07,Operating System,Elective,
OS-07-05,Portable virtualization; emulation vs. isolation,OS,Virtual Machines ,OS-07,Operating System,Elective,
OS-07-06,Cost of virtualization,OS,Virtual Machines ,OS-07,Operating System,Elective,
OS-08-01,Characteristics of serial and parallel devices,OS,Device Management,OS-08,Operating System,Elective,"COMP 2604,INFO 2603"
OS-08-02,Abstracting device differences,OS,Device Management,OS-08,Operating System,Elective,
OS-08-03,Buffering strategies,OS,Device Management,OS-08,Operating System,Elective,
OS-08-04,Direct memory access,OS,Device Management,OS-08,Operating System,Elective,COMP 2604
OS-08-05,Recovery from failures,OS,Device Management,OS-08,Operating System,Elective,
OS-09-01,"Files: data, metadata, operations, organization, buffering, sequential, nonsequential",OS,File Systems ,OS-09,Operating System,Elective,"COMP 2604,INFO 2603"
OS-09-02,Directories: contents and structure,OS,File Systems ,OS-09,Operating System,Elective,"COMP 2604,INFO 2603"
OS-09-03,"File systems: partitioning, mount/unmount, virtual file systems",OS,File Systems ,OS-09,Operating System,Elective,"COMP 2604,INFO 2603"
OS-09-04,Standard implementation techniques,OS,File Systems ,OS-09,Operating System,Elective,
OS-09-05,Memory-mapped files,OS,File Systems ,OS-09,Operating System,Elective,COMP 2604
OS-09-06,Special-purpose file systems,OS,File Systems ,OS-09,Operating System,Elective,"COMP 3606,COMP 2604"
OS-09-07,"Naming, searching, access, backups",OS,File Systems ,OS-09,Operating System,Elective,
OS-09-08,Journaling and log-structured file systems,OS,File Systems ,OS-09,Operating System,Elective,
OS-10-01,Process and task scheduling,OS,Real Time and Embedded Systems ,OS-10,Operating System,Elective,
OS-10-02,Memory/disk management requirements in a real-time environment,OS,Real Time and Embedded Systems ,OS-10,Operating System,Elective,
OS-10-03,"Failures, risks, and recovery",OS,Real Time and Embedded Systems ,OS-10,Operating System,Elective,
OS-10-04,Special concerns in real-time systems,OS,Real Time and Embedded Systems ,OS-10,Operating System,Elective,
OS-11-01,Fundamental concepts: reliable and available systems (cross-reference SF/Reliability through Redundancy),OS,Fault Tolerance,OS-11,Operating System,Elective,INFO 2603
OS-11-02,Spatial and temporal redundancy (cross-reference SF/Reliability through Redundancy),OS,Fault Tolerance,OS-11,Operating System,Elective,
OS-11-03,Methods used to implement fault tolerance,OS,Fault Tolerance,OS-11,Operating System,Elective,
OS-11-04,"Examples of OS mechanisms for detection, recovery, restart to implement fault tolerance, use of these ",OS,Fault Tolerance,OS-11,Operating System,Elective,
OS-12-01,Why system performance needs to be evaluated (cross-reference SF/Performance/Figures of performance ,OS,System Performance Evaluation,OS-12,Operating System,Elective,
OS-12-02,What is to be evaluated (cross-reference SF/Performance/Figures of performance merit),OS,System Performance Evaluation,OS-12,Operating System,Elective,
OS-12-03,"Systems performance policies, e.g., caching, paging, scheduling, memory management, and security",OS,System Performance Evaluation,OS-12,Operating System,Elective,
OS-12-04,"Evaluation models: deterministic, analytic, simulation, or implementation-specific",OS,System Performance Evaluation,OS-12,Operating System,Elective,
OS-12-05,How to collect evaluation data (profiling and tracing mechanisms),OS,System Performance Evaluation,OS-12,Operating System,Elective,
PD-01-01,"Overview of platforms (e.g., Web, Mobile, Game,Industrial) ",PBD,Introduction ,PD-01,Parallel and Distributed Computing,Elective,INFO 1601
PD-01-02,Programming via platform-specific APIs,PBD,Introduction ,PD-01,Parallel and Distributed Computing,Elective,
PD-01-03,"Overview of Platform Languages (e.g., Objective C, HTML5) ",PBD,Introduction ,PD-01,Parallel and Distributed Computing,Elective,INFO 2602
PD-01-04,Programming under platform constraints,PBD,Introduction ,PD-01,Parallel and Distributed Computing,Elective,INFO 2602
PD-02-01,"Web programming languages (e.g., HTML5, Java Script, PHP, CSS) ",PBD,Web Platforms,PD-02,Parallel and Distributed Computing,Elective,INFO 2602
PD-02-02,Web platform constraints ,PBD,Web Platforms,PD-02,Parallel and Distributed Computing,Elective,
PD-02-03,Software as a Service (SaaS),PBD,Web Platforms,PD-02,Parallel and Distributed Computing,Elective,INFO 2602
PD-02-04,Web standards,PBD,Web Platforms,PD-02,Parallel and Distributed Computing,Elective,INFO 2602
PD-03-01,Mobile programming languages ,PBD,Mobile Platforms ,PD-03,Parallel and Distributed Computing,Elective,
PD-03-02,Challenges with mobility and wireless communication,PBD,Mobile Platforms ,PD-03,Parallel and Distributed Computing,Elective,
PD-03-03,Location-aware applications,PBD,Mobile Platforms ,PD-03,Parallel and Distributed Computing,Elective,
PD-03-04,Performance / power tradeoffs,PBD,Mobile Platforms ,PD-03,Parallel and Distributed Computing,Elective,
PD-03-05,Mobile platform constraints,PBD,Mobile Platforms ,PD-03,Parallel and Distributed Computing,Elective,
PD-03-06,Emerging technologies,PBD,Mobile Platforms ,PD-03,Parallel and Distributed Computing,Elective,
PD-04-01,"Types of Industrial Platforms (e.g., Mathematic, Robotic, Industrial Control) ",PBD,Industrial Platforms ,PD-04,Parallel and Distributed Computing,Elective,
PD-04-02,Robotic software and its architecture,PBD,Industrial Platforms ,PD-04,Parallel and Distributed Computing,Elective,
PD-04-03,Domain-specific languages,PBD,Industrial Platforms ,PD-04,Parallel and Distributed Computing,Elective,
PD-04-04,Industrial platform constraints,PBD,Industrial Platforms ,PD-04,Parallel and Distributed Computing,Elective,
PD-05-01,"Types of game platforms (e.g., XBox, Wii, PlayStation) ",PBD,Game Platforms ,PD-05,Parallel and Distributed Computing,Elective,
PD-05-02,"Game platform languages (e.g., C++, Java, Lua, Python)",PBD,Game Platforms ,PD-05,Parallel and Distributed Computing,Elective,COMP 3609
PD-05-03,Game platform constraints,PBD,Game Platforms ,PD-05,Parallel and Distributed Computing,Elective,
PBD-01-01,Multiple simultaneous computations,PD,Parallelism Fundamentals ,PBD-01,Platform-based Development,Tier 1,COMP 3610
PBD-01-02,"Goals of parallelism (e.g., throughput) versus concurrency (e.g., controlling access to shared resources)",PD,Parallelism Fundamentals ,PBD-01,Platform-based Development,Tier 1,COMP 3610
PBD-01-03,"Parallelism, communication, and coordination ",PD,Parallelism Fundamentals ,PBD-01,Platform-based Development,Tier 1,COMP 3610
PBD-01-04,Programming errors not found in sequential programming,PD,Parallelism Fundamentals ,PBD-01,Platform-based Development,Tier 1,
PBD-02-01,Need for communication and coordination/synchronization,PD,Parallel Decomposition ,PBD-02,Platform-based Development,Tier 1,COMP 3610
PBD-02-02,Independence and partitioning,PD,Parallel Decomposition ,PBD-02,Platform-based Development,Tier 1,COMP 3610
PBD-02-03,Basic knowledge of parallel decomposition concepts (cross-reference SF/System Support for Parallelism) ,PD,Parallel Decomposition ,PBD-02,Platform-based Development,Tier 2,COMP 3610
PBD-02-04,Task-based decomposition,PD,Parallel Decomposition ,PBD-02,Platform-based Development,Tier 2,COMP 3610
PBD-02-05,Data-parallel decomposition,PD,Parallel Decomposition ,PBD-02,Platform-based Development,Tier 2,COMP 3610
PBD-02-06,"Actors and reactive processes (e.g., request handlers) ",PD,Parallel Decomposition ,PBD-02,Platform-based Development,Tier 2,
PBD-03-01,Shared Memory ,PD,Communication and Coordination ,PBD-03,Platform-based Development,Tier 1,
PBD-03-02," C onsistency, and its role in programming language guarantees for data-race-free programs ",PD,Communication and Coordination ,PBD-03,Platform-based Development,Tier 1,
PBD-03-03,Message passing,PD,Communication and Coordination ,PBD-03,Platform-based Development,Tier 2,
PBD-03-04,Atomicity,PD,Communication and Coordination ,PBD-03,Platform-based Development,Tier 2,
PBD-03-05,Consensus,PD,Communication and Coordination ,PBD-03,Platform-based Development,Elective,
PBD-03-06,Conditional actions,PD,Communication and Coordination ,PBD-03,Platform-based Development,Elective,
PBD-04-01,"Critical paths, work and span, and the relation to Amdahl’s law (cross-reference SF/Performance)",PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Tier 2,
PBD-04-02,Speed-up and scalability,PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Tier 2,
PBD-04-03,Naturally (embarrassingly) parallel algorithms,PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Tier 2,
PBD-04-04,"Parallel algorithmic patterns (divide-and-conquer, map and reduce, master-workers, others)",PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Tier 2,COMP 3610
PBD-04-05,"Parallel graph algorithms (e.g., parallel shortest path, parallel spanning tree) (cross-reference ",PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Elective,
PBD-04-06,Parallel matrix computations,PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Elective,
PBD-04-07,Producer-consumer and pipelined algorithms,PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Elective,
PBD-04-08,Examples of non-scalable parallel algorithms,PD,"Parallel Algorithms, Analysis, and Programming ",PBD-04,Platform-based Development,Elective,
PBD-05-01,Multicore processors,PD,Parallel Architecture ,PBD-05,Platform-based Development,Tier 1,COMP 3610
PBD-05-02,Shared vs. distributed memory,PD,Parallel Architecture ,PBD-05,Platform-based Development,Tier 1,COMP 3610
PBD-05-03,Symmetric multiprocessing (SMP),PD,Parallel Architecture ,PBD-05,Platform-based Development,Tier 2,COMP 3610
PBD-05-04,"SIMD, vector processing ",PD,Parallel Architecture ,PBD-05,Platform-based Development,Tier 2,COMP 3610
PBD-05-05,"GPU, co-processing",PD,Parallel Architecture ,PBD-05,Platform-based Development,Elective,COMP 3610
PBD-05-06,Flynn’s taxonomy,PD,Parallel Architecture ,PBD-05,Platform-based Development,Elective,
PBD-05-07,Instruction level support for parallel programming,PD,Parallel Architecture ,PBD-05,Platform-based Development,Elective,
PBD-05-08,Memory issues,PD,Parallel Architecture ,PBD-05,Platform-based Development,Elective,
PBD-05-09,Topologies,PD,Parallel Architecture ,PBD-05,Platform-based Development,Elective,
PBD-06-01,Load balancing,PD,Parallel Performance ,PBD-06,Platform-based Development,Elective,
PBD-06-02,Performance measurement,PD,Parallel Performance ,PBD-06,Platform-based Development,Elective,
PBD-06-03,Scheduling and contention (cross-reference OS/Scheduling and Dispatch),PD,Parallel Performance ,PBD-06,Platform-based Development,Elective,
PBD-06-04,Evaluating communication overhead,PD,Parallel Performance ,PBD-06,Platform-based Development,Elective,
PBD-06-05,Data management,PD,Parallel Performance ,PBD-06,Platform-based Development,Elective,
PBD-06-06,Power usage and management,PD,Parallel Performance ,PBD-06,Platform-based Development,Elective,
PBD-07-01,Faults (cross-reference OS/Fault Tolerance),PD,Distributed Systems ,PBD-07,Platform-based Development,Elective,
PBD-07-02,Distributed message sending,PD,Distributed Systems ,PBD-07,Platform-based Development,Elective,COMP 3610
PBD-07-03,Distributed system design tradeoffs,PD,Distributed Systems ,PBD-07,Platform-based Development,Elective,COMP 3610
PBD-07-04,Distributed service design,PD,Distributed Systems ,PBD-07,Platform-based Development,Elective,COMP 3610
PBD-07-05,Core distributed algorithms,PD,Distributed Systems ,PBD-07,Platform-based Development,Elective,
PBD-08-01,Internet-Scale computing,PD,Cloud Computing ,PBD-08,Platform-based Development,Elective,
PBD-08-02,Cloud services,PD,Cloud Computing ,PBD-08,Platform-based Development,Elective,
PBD-08-03,Virtualization (cross-reference SF/Virtualization and Isolation and OS/Virtual Machines),PD,Cloud Computing ,PBD-08,Platform-based Development,Elective,
PBD-08-04,Cloud-based data storage,PD,Cloud Computing ,PBD-08,Platform-based Development,Elective,
PBD-09-01,"Formal models of processes and message passing, including algebras such as Communicating Sequential ",PD,Formal Models and Semantics ,PBD-09,Platform-based Development,Elective,
PBD-09-02,"Formal models of parallel computation, including the Parallel Random Access Machine (PRAM) and ",PD,Formal Models and Semantics ,PBD-09,Platform-based Development,Elective,
PBD-09-03,Formal models of computational dependencies,PD,Formal Models and Semantics ,PBD-09,Platform-based Development,Elective,
PBD-09-04,Models of (relaxed) shared memory consistency and their relation to programming language specifications,PD,Formal Models and Semantics ,PBD-09,Platform-based Development,Elective,
PBD-09-05,Algorithmic correctness criteria including linearizability,PD,Formal Models and Semantics ,PBD-09,Platform-based Development,Elective,
PBD-09-06,"Models of algorithmic progress, including non-blocking guarantees and fairness",PD,Formal Models and Semantics ,PBD-09,Platform-based Development,Elective,
PBD-09-07,Techniques for specifying and checking correctness properties such as atomicity and freedom from data ,PD,Formal Models and Semantics ,PBD-09,Platform-based Development,Elective,
PL-01-01,Object-oriented design ,PL,Object-Oriented Programming ,PL-01,Programming Languages,Tier 1,"COMP 2603,COMP 3609,COMP 3607"
PL-01-02,"Definition of classes: fields, methods, and constructors ",PL,Object-Oriented Programming ,PL-01,Programming Languages,Tier 1,COMP 2603
PL-01-03,"Subclasses, inheritance, and method overriding ",PL,Object-Oriented Programming ,PL-01,Programming Languages,Tier 1,"COMP 2603,COMP 3607"
PL-01-04,Dynamic dispatch: definition of method-call ,PL,Object-Oriented Programming ,PL-01,Programming Languages,Tier 1,COMP 2603
PL-01-05,Subtyping (cross-reference PL/Type Systems),PL,Object-Oriented Programming ,PL-01,Programming Languages,Tier 2,"COMP 2603,COMP 3607"
PL-01-06,Object-oriented idioms for encapsulation ,PL,Object-Oriented Programming ,PL-01,Programming Languages,Tier 2,COMP 2603
PL-01-07,"Using collection classes, iterators, and other common library components",PL,Object-Oriented Programming ,PL-01,Programming Languages,Tier 2,"COMP 2603,COMP 3606"
PL-02-01,Effect-free programming ,PL,Functional Programming ,PL-02,Programming Languages,Tier 1,
PL-02-02,"Processing structured data (e.g., trees) via functions with cases for each data variant ",PL,Functional Programming ,PL-02,Programming Languages,Tier 1,
PL-02-03,"First-class functions (taking, returning, and storing functions)",PL,Functional Programming ,PL-02,Programming Languages,Tier 1,
PL-02-04,Function closures (functions using variables in the enclosing lexical environment),PL,Functional Programming ,PL-02,Programming Languages,Tier 2,
PL-02-05,"Defining higher-order operations on aggregates, especially map, reduce/fold, and filter",PL,Functional Programming ,PL-02,Programming Languages,Tier 2,
PL-03-01,Events and event handlers ,PL,Event-Driven and Reactive Programming ,PL-03,Programming Languages,Tier 2,"COMP 2603,COMP 3606,COMP 3609"
PL-03-02,"Canonical uses such as GUIs, mobile devices, robots, servers",PL,Event-Driven and Reactive Programming ,PL-03,Programming Languages,Tier 2,COMP 3606
PL-03-03,Using a reactive framework,PL,Event-Driven and Reactive Programming ,PL-03,Programming Languages,Tier 2,"COMP 3606,COMP 3609"
PL-03-04,Externally-generated events and program-generated events,PL,Event-Driven and Reactive Programming ,PL-03,Programming Languages,Tier 2,COMP 3606
PL-03-05,"Separation of model, view, and controller",PL,Event-Driven and Reactive Programming ,PL-03,Programming Languages,Tier 2,"COMP 2603,COMP 3606"
PL-04-01,A type as a set of values together with a set of operations ,PL,Basic Type Systems ,PL-04,Programming Languages,Tier 1,
PL-04-02,"Association of types to variables, arguments, results, and fields ",PL,Basic Type Systems ,PL-04,Programming Languages,Tier 1,
PL-04-03,Type safety and errors caused by using values inconsistently giventheir intended types,PL,Basic Type Systems ,PL-04,Programming Languages,Tier 1,"COMP 2603,COMP 3607"
PL-04-04,Goals and limitations of static typing ,PL,Basic Type Systems ,PL-04,Programming Languages,Tier 1,"COMP 2603,COMP 3607"
PL-04-05,Generic types (parametric polymorphism),PL,Basic Type Systems ,PL-04,Programming Languages,Tier 2,COMP 3607
PL-04-06,Complementary benefits of static and dynamic typing,PL,Basic Type Systems ,PL-04,Programming Languages,Tier 2,
PL-05-01,"Programs that take (other) programs as input such as interpreters, compilers, type-checkers, documentation ",PL,Program Representation ,PL-05,Programming Languages,Tier 2,
PL-05-02,Abstract syntax trees; contrast with concrete syntax,PL,Program Representation ,PL-05,Programming Languages,Tier 2,
PL-05-03,"Data structures to represent code for execution, translation, or transmission",PL,Program Representation ,PL-05,Programming Languages,Tier 2,
PL-06-01,Interpretation vs. compilation to native code vs. compilation toportable intermediate representation,PL,Language Translation and Execution ,PL-06,Programming Languages,Tier 2,
PL-06-02,"Language translation pipeline: parsing, optional type-checking, translation, linking, execution",PL,Language Translation and Execution ,PL-06,Programming Languages,Tier 2,
PL-06-03,Run-time representation of core language constructs such as objects (method tables) and first-class ,PL,Language Translation and Execution ,PL-06,Programming Languages,Tier 2,
PL-06-04,"Run-time layout of memory: call-stack, heap, static data",PL,Language Translation and Execution ,PL-06,Programming Languages,Tier 2,
PL-06-05,Memory management,PL,Language Translation and Execution ,PL-06,Programming Languages,Tier 2,
PL-07-01,Scanning (lexical analysis) using regular expressions,PL,Syntax Analysis ,PL-07,Programming Languages,Elective,
PL-07-02,"Parsing strategies including top-down (e.g., recursive descent, Earley parsing, or LL) and bottom-up (e.g., ",PL,Syntax Analysis ,PL-07,Programming Languages,Elective,
PL-07-03,Generating scanners and parsers from declarative specifications,PL,Syntax Analysis ,PL-07,Programming Languages,Elective,
PL-08-01,High-level program representations such as abstract syntax trees,PL,Compiler Semantic Analysis ,PL-08,Programming Languages,Elective,
PL-08-02,Scope and binding resolution,PL,Compiler Semantic Analysis ,PL-08,Programming Languages,Elective,
PL-08-03,Type checking,PL,Compiler Semantic Analysis ,PL-08,Programming Languages,Elective,
PL-08-04,Declarative specifications such as attribute grammars,PL,Compiler Semantic Analysis ,PL-08,Programming Languages,Elective,
PL-09-01,Procedure calls and method dispatching,PL,Code Generation ,PL-09,Programming Languages,Elective,
PL-09-02,Separate compilation; linking,PL,Code Generation ,PL-09,Programming Languages,Elective,
PL-09-03,Instruction selection,PL,Code Generation ,PL-09,Programming Languages,Elective,
PL-09-04,Instruction scheduling,PL,Code Generation ,PL-09,Programming Languages,Elective,
PL-09-05,Register allocation,PL,Code Generation ,PL-09,Programming Languages,Elective,
PL-09-06,Peephole optimization,PL,Code Generation ,PL-09,Programming Languages,Elective,
PL-10-01,"Dynamic memory management approaches and techniques: malloc/free, garbage collection (mark-sweep, ",PL,Runtime Systems,PL-10,Programming Languages,Elective,
PL-10-02,Data layout for objects and activation records,PL,Runtime Systems,PL-10,Programming Languages,Elective,
PL-10-03,Just-in-time compilation and dynamic recompilation,PL,Runtime Systems,PL-10,Programming Languages,Elective,
PL-10-04,"Other common features of virtual machines, such as class loading, threads,and security.",PL,Runtime Systems,PL-10,Programming Languages,Elective,
PL-11-01,"Relevant program representations, such as basic blocks, control-flow graphs, def-use chains,and static ",PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-11-02,Undecidability and consequences for program analysis,PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-11-03,"Flow-insensitive analyses, such as type-checking and scalable pointer and alias analyses",PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-11-04,"Flow-sensitive analyses, such as forward and backward dataflow analyses",PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-11-05,"Path-sensitive analyses, such as software model checking",PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-11-06,Tools and frameworks for defining analyses,PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-11-07,Role of static analysis in program optimization,PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-11-08,Role of static analysis in (partial) verification and bug-finding,PL,Static Analysis ,PL-11,Programming Languages,Elective,
PL-12-01,Lazy evaluation and infinite streams,PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-12-02,"Control Abstractions: Exception Handling, Continuations, Monads",PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-12-03,"Object-oriented abstractions: Multiple inheritance, Mixins, Traits, Multimethods",PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-12-04,"Metaprogramming: Macros, Generative programming, Model-based development",PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-12-05,Module systems,PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-12-06,String manipulation via pattern-matching (regular expressions),PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-12-07,Dynamic code evaluation (“eval”),PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-12-08,"Language support for checking assertions, invariants, and pre/post-conditions",PL,Advanced Programming Constructs ,PL-12,Programming Languages,Elective,
PL-13-01,Constructs for thread-shared variables and shared-memory synchronization,PL,Concurrency and Parallelism ,PL-13,Programming Languages,Elective,
PL-13-02,Actor models,PL,Concurrency and Parallelism ,PL-13,Programming Languages,Elective,
PL-13-03,Futures,PL,Concurrency and Parallelism ,PL-13,Programming Languages,Elective,
PL-13-04,Language support for data parallelism,PL,Concurrency and Parallelism ,PL-13,Programming Languages,Elective,COMP 3606
PL-13-05,Models for passing messages between sequential processes,PL,Concurrency and Parallelism ,PL-13,Programming Languages,Elective,COMP 3606
PL-13-06,Effect of memory-consistency models on language semantics and correct code generation,PL,Concurrency and Parallelism ,PL-13,Programming Languages,Elective,
PL-14-01,"Compositional type constructors, such as product types (for aggregates), sum types (for unions), function ",PL,Type Systems ,PL-14,Programming Languages,Elective,
PL-14-02,Type checking,PL,Type Systems ,PL-14,Programming Languages,Elective,
PL-14-03,Type safety as preservation plus progress,PL,Type Systems ,PL-14,Programming Languages,Elective,
PL-14-04,Type inference,PL,Type Systems ,PL-14,Programming Languages,Elective,
PL-14-05,Static overloading,PL,Type Systems ,PL-14,Programming Languages,Elective,
PL-15-01,Syntax vs. semantics,PL,Formal Semantics ,PL-15,Programming Languages,Elective,
PL-15-02,Lambda Calculus,PL,Formal Semantics ,PL-15,Programming Languages,Elective,
PL-15-03,"Approaches to semantics: Operational, Denotational, Axiomatic",PL,Formal Semantics ,PL-15,Programming Languages,Elective,
PL-15-04,Proofs by induction over language semantics,PL,Formal Semantics ,PL-15,Programming Languages,Elective,
PL-15-05,Formal definitions and proofs for type systems(cross-reference PL/Type Systems),PL,Formal Semantics ,PL-15,Programming Languages,Elective,
PL-15-06,Parametricity(cross-reference PL/Type Systems),PL,Formal Semantics ,PL-15,Programming Languages,Elective,
PL-15-07,Using formal semantics for systems modeling,PL,Formal Semantics ,PL-15,Programming Languages,Elective,
PL-16-01,Principles of language design such as orthogonality,PL,Language Pragmatics ,PL-16,Programming Languages,Elective,
PL-16-02,"Evaluation order, precedence, and associativity",PL,Language Pragmatics ,PL-16,Programming Languages,Elective,
PL-16-03,Eager vs. delayed evaluation,PL,Language Pragmatics ,PL-16,Programming Languages,Elective,
PL-16-04,Defining controland iteration constructs,PL,Language Pragmatics ,PL-16,Programming Languages,Elective,
PL-16-05,External calls and system libraries,PL,Language Pragmatics ,PL-16,Programming Languages,Elective,
PL-17-01,Clausal representation of data structures and algorithms,PL,Logic Programming ,PL-17,Programming Languages,Elective,
PL-17-02,Unification,PL,Logic Programming ,PL-17,Programming Languages,Elective,
PL-17-03,Backtracking and search,PL,Logic Programming ,PL-17,Programming Languages,Elective,
PL-17-04,Cuts,PL,Logic Programming ,PL-17,Programming Languages,Elective,
SDF-01-01,The concept and properties of algorithms,SDF,Algorithms and Design,SDF-01,Software Development Fundamentals,Tier 1,COMP 1601
SDF-01-02,The role of algorithms in the problem-solving process,SDF,Algorithms and Design,SDF-01,Software Development Fundamentals,Tier 1,COMP 1601
SDF-01-03,Problem-solving strategies ,SDF,Algorithms and Design,SDF-01,Software Development Fundamentals,Tier 1,
SDF-01-04,Fundamental design concepts and principles,SDF,Algorithms and Design,SDF-01,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 3607"
SDF-02-01,Basic syntax and semantics of a higher-level language,SDF,Fundamental Programming Concepts ,SDF-02,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1603,COMP 1602,COMP 1601"
SDF-02-02,"Variables and primitive data types (e.g., numbers, characters, Booleans)",SDF,Fundamental Programming Concepts ,SDF-02,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1601"
SDF-02-03,Expressions and assignments,SDF,Fundamental Programming Concepts ,SDF-02,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1601"
SDF-02-04,Simple I/O including file I/O,SDF,Fundamental Programming Concepts ,SDF-02,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1601"
SDF-02-05,Conditional and iterative control structures,SDF,Fundamental Programming Concepts ,SDF-02,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1601"
SDF-02-06,Functions and parameter passing,SDF,Fundamental Programming Concepts ,SDF-02,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1602,COMP 1601"
SDF-02-07,The concept of recursion,SDF,Fundamental Programming Concepts ,SDF-02,Software Development Fundamentals,Tier 1,COMP 1603
SDF-03-01,Arrays,SDF,Fundamental Data Structures ,SDF-03,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1602,COMP 1601"
SDF-03-02,Records/structs (heterogeneous aggregates),SDF,Fundamental Data Structures ,SDF-03,Software Development Fundamentals,Tier 1,COMP 1602
SDF-03-03,Strings and string processing,SDF,Fundamental Data Structures ,SDF-03,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1602"
SDF-03-04,Abstract data types and their implementation,SDF,Fundamental Data Structures ,SDF-03,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1603"
SDF-03-05,References and aliasing,SDF,Fundamental Data Structures ,SDF-03,Software Development Fundamentals,Tier 1,
SDF-03-06,Linked lists,SDF,Fundamental Data Structures ,SDF-03,Software Development Fundamentals,Tier 1,COMP 1603
SDF-03-07,Strategies for choosing the appropriate data structure,SDF,Fundamental Data Structures ,SDF-03,Software Development Fundamentals,Tier 1,"COMP 2603,COMP 1603"
SDF-04-01,Program comprehension,SDF,Development Methods ,SDF-04,Software Development Fundamentals,Tier 1,COMP 3607
SDF-04-02,Program correctness,SDF,Development Methods ,SDF-04,Software Development Fundamentals,Tier 1,COMP 3607
SDF-04-03,Simple refactoring,SDF,Development Methods ,SDF-04,Software Development Fundamentals,Tier 1,COMP 3607
SDF-04-04,Modern programming environments,SDF,Development Methods ,SDF-04,Software Development Fundamentals,Tier 1,COMP 3607
SDF-04-05,Debugging strategies,SDF,Development Methods ,SDF-04,Software Development Fundamentals,Tier 1,COMP 3607
SDF-04-06,Documentation and program style,SDF,Development Methods ,SDF-04,Software Development Fundamentals,Tier 1,COMP 3607
SE-01-01,"Systems level considerations, i.e., the interaction of software with its intended environment (cross-",SE,Software Processes ,SE-01,Software Engineering,Tier 1,
SE-01-02,"Introduction to software process models (e.g., waterfall, incremental, agile)",SE,Software Processes ,SE-01,Software Engineering,Tier 1,COMP 2606
SE-01-03,Programming in the large vs. individual programming,SE,Software Processes ,SE-01,Software Engineering,Tier 1,COMP 2606
SE-01-04,Evaluation of software process models,SE,Software Processes ,SE-01,Software Engineering,Tier 2,"COMP 2606,COMP 3613"
SE-01-05,Software quality concepts,SE,Software Processes ,SE-01,Software Engineering,Elective,"COMP 3613,COMP 2606"
SE-01-06,Process improvement,SE,Software Processes ,SE-01,Software Engineering,Elective,COMP 3613
SE-01-07,Software process capability maturity models,SE,Software Processes ,SE-01,Software Engineering,Elective,COMP 3613
SE-01-08,Software process measurements,SE,Software Processes ,SE-01,Software Engineering,Elective,COMP 3613
SE-02-01,Team participation,SE,Software ProjectManagement ,SE-02,Software Engineering,Tier 2,"COMP 3613,COMP 2606,INFO 3604"
SE-02-02,Effort Estimation (at the personal level),SE,Software ProjectManagement ,SE-02,Software Engineering,Tier 2,"COMP 3613,INFO 3604"
SE-02-03,Risk(cross reference IAS/Secure Software Engineering) ,SE,Software ProjectManagement ,SE-02,Software Engineering,Tier 2,"COMP 2606,COMP 3613,INFO 3604"
