breakdown,topic,domainId,domain,subdomain,subdomainId,topicId,tier,New Topic
[Elective],"Real-time delivery, quality of service (including performance), capacity planning, audio/video ",IM,Information Management,Multimedia Systems,IM-65,IM-65-07,Elective,IM-12-07
[1 Core-Tier2 hours] ,"Overview of AI problems, examples of successful recent AI applications",IS,Intelligent Systems,Fundamental Issues ,IS-66,IS-66-01,Tier 2,IS-01-01
[1 Core-Tier2 hours] ,What is intelligent behavior? ,IS,Intelligent Systems,Fundamental Issues ,IS-66,IS-66-02,Tier 2,IS-01-02
[1 Core-Tier2 hours] ,Problem characteristics,IS,Intelligent Systems,Fundamental Issues ,IS-66,IS-66-03,Tier 2,IS-01-03
[1 Core-Tier2 hours] ,Nature of agents,IS,Intelligent Systems,Fundamental Issues ,IS-66,IS-66-04,Tier 2,IS-01-04
[1 Core-Tier2 hours] ,Philosophical and ethical issues. [elective],IS,Intelligent Systems,Fundamental Issues ,IS-66,IS-66-05,Tier 2,IS-01-05
[4 Core-Tier2 hours] ,"Problem spaces (states, goals and operators),  problem solving by search",IS,Intelligent Systems,Basic Search Strategies ,IS-67,IS-67-01,Tier 2,IS-02-01
[4 Core-Tier2 hours] ,Factored representation (factoring state into variables),IS,Intelligent Systems,Basic Search Strategies ,IS-67,IS-67-02,Tier 2,IS-02-02
[4 Core-Tier2 hours] ,"Uninformed search (breadth-first, depth-first, depth-first with iterative deepening)  ",IS,Intelligent Systems,Basic Search Strategies ,IS-67,IS-67-03,Tier 2,IS-02-03
[4 Core-Tier2 hours] ,"Heuristics and informed search (hill-climbing, generic best-first, A*)  ",IS,Intelligent Systems,Basic Search Strategies ,IS-67,IS-67-04,Tier 2,IS-02-04
[4 Core-Tier2 hours] ,Space and time efficiency of search  ,IS,Intelligent Systems,Basic Search Strategies ,IS-67,IS-67-05,Tier 2,IS-02-05
[4 Core-Tier2 hours] ,Two-player games (introduction to minimax search)  ,IS,Intelligent Systems,Basic Search Strategies ,IS-67,IS-67-06,Tier 2,IS-02-06
[4 Core-Tier2 hours] ,Constraint satisfaction (backtracking and local search methods) ,IS,Intelligent Systems,Basic Search Strategies ,IS-67,IS-67-07,Tier 2,IS-02-07
[3 Core-Tier2 hours] ,Review of propositional and predicate logic (cross-reference DS/Basic Logic),IS,Intelligent Systems,Basic Knowledge Representation and Reasoning ,IS-68,IS-68-01,Tier 2,IS-03-01
[3 Core-Tier2 hours] ,Resolution and theorem proving (propositional logic only),IS,Intelligent Systems,Basic Knowledge Representation and Reasoning ,IS-68,IS-68-02,Tier 2,IS-03-02
[3 Core-Tier2 hours] ,"Forward chaining, backward chaining",IS,Intelligent Systems,Basic Knowledge Representation and Reasoning ,IS-68,IS-68-03,Tier 2,IS-03-03
[3 Core-Tier2 hours] ,"Review of probabilistic reasoning, Bayes theorem (cross-reference with DS/Discrete Probability)",IS,Intelligent Systems,Basic Knowledge Representation and Reasoning ,IS-68,IS-68-04,Tier 2,IS-03-04
[2 Core-Tier2 hours] ,"Definition and examples of broad variety of machine learning tasks, including classification ",IS,Intelligent Systems,Basic Machine Learning ,IS-69,IS-69-01,Tier 2,IS-04-01
[2 Core-Tier2 hours] ,Inductive learning,IS,Intelligent Systems,Basic Machine Learning ,IS-69,IS-69-02,Tier 2,IS-04-02
[2 Core-Tier2 hours] ,"Simple statistical-based learning, such as Naive Bayesian Classifier, decision trees",IS,Intelligent Systems,Basic Machine Learning ,IS-69,IS-69-03,Tier 2,IS-04-03
[2 Core-Tier2 hours] ,The over-fitting problem,IS,Intelligent Systems,Basic Machine Learning ,IS-69,IS-69-04,Tier 2,IS-04-04
[2 Core-Tier2 hours] ,Measuring classifier accuracy,IS,Intelligent Systems,Basic Machine Learning ,IS-69,IS-69-05,Tier 2,IS-04-05
[Elective] ,"Constructing search trees, dynamic search space, combinatorial explosion of search space",IS,Intelligent Systems,Advanced Search ,IS-70,IS-70-01,Elective,IS-05-01
[Elective] ,Stochastic search,IS,Intelligent Systems,Advanced Search ,IS-70,IS-70-02,Elective,IS-05-02
[Elective] ,"Implementation of A* search, beam search",IS,Intelligent Systems,Advanced Search ,IS-70,IS-70-03,Elective,IS-05-03
[Elective] ,"Minimax search, alpha-beta pruning",IS,Intelligent Systems,Advanced Search ,IS-70,IS-70-04,Elective,IS-05-04
[Elective] ,Expectimax search (MDP-solving) and chance nodes,IS,Intelligent Systems,Advanced Search ,IS-70,IS-70-05,Elective,IS-05-05
[Elective] ,Knowledge representation issues,IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-01,Elective,IS-06-01
[Elective] ,"Non-monotonic reasoning (e.g., non-classical logics, default reasoning)",IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-02,Elective,IS-06-02
[Elective] ,Argumentation,IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-03,Elective,IS-06-03
[Elective] ,"Reasoning about action and change (e.g., situation and event calculus)",IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-04,Elective,IS-06-04
[Elective] ,Temporal and spatial reasoning,IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-05,Elective,IS-06-05
[Elective] ,Rule-based Expert Systems,IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-06,Elective,IS-06-06
[Elective] ,Semantic networks,IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-07,Elective,IS-06-07
[Elective] ,Model-based and Case-based reasoning,IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-08,Elective,IS-06-08
[Elective] ,Planning:,IS,Intelligent Systems,Advanced Representation and Reasoning,IS-71,IS-71-09,Elective,IS-06-09
[Elective] ,Review of basic probability (cross-reference DS/Discrete Probability),IS,Intelligent Systems,Reasoning Under Uncertainty,IS-72,IS-72-01,Elective,IS-07-01
[Elective] ,Random variables and probability distributions,IS,Intelligent Systems,Reasoning Under Uncertainty,IS-72,IS-72-02,Elective,IS-07-02
[Elective] ,Conditional Independence,IS,Intelligent Systems,Reasoning Under Uncertainty,IS-72,IS-72-03,Elective,IS-07-03
[Elective] ,Knowledge representations,IS,Intelligent Systems,Reasoning Under Uncertainty,IS-72,IS-72-04,Elective,IS-07-04
[Elective] ,Decision Theory,IS,Intelligent Systems,Reasoning Under Uncertainty,IS-72,IS-72-05,Elective,IS-07-05
[Elective] ,Definitions of agents,IS,Intelligent Systems,Agents ,IS-73,IS-73-01,Elective,IS-08-01
[Elective] ,"Agent architectures (e.g., reactive, layered, cognitive)",IS,Intelligent Systems,Agents ,IS-73,IS-73-02,Elective,IS-08-02
[Elective] ,Agent theory,IS,Intelligent Systems,Agents ,IS-73,IS-73-03,Elective,IS-08-03
[Elective] ,"Rationality, game theory",IS,Intelligent Systems,Agents ,IS-73,IS-73-04,Elective,IS-08-04
[Elective] ,"Software agents, personal assistants, and information access",IS,Intelligent Systems,Agents ,IS-73,IS-73-05,Elective,IS-08-05
[Elective] ,Learning agents,IS,Intelligent Systems,Agents ,IS-73,IS-73-06,Elective,IS-08-06
[Elective] ,Multi-agent systems,IS,Intelligent Systems,Agents ,IS-73,IS-73-07,Elective,IS-08-07
[Elective] ,Deterministic and stochastic grammars,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-01,Elective,IS-09-01
[Elective] ,Parsing algorithms,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-02,Elective,IS-09-02
[Elective] ,Representing meaning / Semantics,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-03,Elective,IS-09-03
[Elective] ,Corpus-based methods,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-04,Elective,IS-09-04
[Elective] ,N-grams and HMMs,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-05,Elective,IS-09-05
[Elective] ,Smoothing and backoff,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-06,Elective,IS-09-06
[Elective] ,Examples of use: POS tagging and morphology,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-07,Elective,IS-09-07
[Elective] ,Information retrieval (Cross-reference IM/Information Storage and Retrieval),IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-08,Elective,IS-09-08
[Elective] ,Information extraction,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-09,Elective,IS-09-09
[Elective] ,Language translation,IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-10,Elective,IS-09-10
[Elective] ,"Text classification, categorization",IS,Intelligent Systems,Natural Language Processing ,IS-74,IS-74-11,Elective,IS-09-11
[Elective]  ,Definition and examples of broad variety of machine learning tasks,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-01,Elective,IS-10-01
[Elective]  ,"General statistical-based learning, parameter estimation (maximum likelihood)",IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-02,Elective,IS-10-02
[Elective]  ,Inductive logic programming (ILP),IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-03,Elective,IS-10-03
[Elective]  ,Supervised learning  ,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-04,Elective,IS-10-04
[Elective]  ,Ensembles,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-05,Elective,IS-10-05
[Elective]  ,Nearest-neighbor algorithms,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-06,Elective,IS-10-06
[Elective]  ,Unsupervised Learning and clustering,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-07,Elective,IS-10-07
[Elective]  ,Semi-supervised learning,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-08,Elective,IS-10-08
[Elective]  ,Learning graphical models (Cross-reference IS/Reasoning under Uncertainty)  ,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-09,Elective,IS-10-09
[Elective]  ,"Performance evaluation (such as cross-validation, area under ROC curve)",IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-10,Elective,IS-10-10
[Elective]  ,Learning theory,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-11,Elective,IS-10-11
[Elective]  ,"The problem of overfitting, the curse of dimensionality  ",IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-12,Elective,IS-10-12
[Elective]  ,Reinforcement learning ,IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-13,Elective,IS-10-13
[Elective]  ,Application of Machine Learning algorithms to Data Mining (cross-reference IM/Data Mining),IS,Intelligent Systems,Advanced MachineLearning ,IS-75,IS-75-14,Elective,IS-10-14
[Elective]  ,Overview: problems and progress,IS,Intelligent Systems,Robotics,IS-76,IS-76-01,Elective,IS-11-01
[Elective]  ,Configuration space and environmental maps,IS,Intelligent Systems,Robotics,IS-76,IS-76-02,Elective,IS-11-02
[Elective]  ,Interpreting uncertain sensor data,IS,Intelligent Systems,Robotics,IS-76,IS-76-03,Elective,IS-11-03
[Elective]  ,Localizing and mapping,IS,Intelligent Systems,Robotics,IS-76,IS-76-04,Elective,IS-11-04
[Elective]  ,Navigation and control,IS,Intelligent Systems,Robotics,IS-76,IS-76-05,Elective,IS-11-05
[Elective]  ,Motion planning,IS,Intelligent Systems,Robotics,IS-76,IS-76-06,Elective,IS-11-06
[Elective]  ,Multiple-robot coordination,IS,Intelligent Systems,Robotics,IS-76,IS-76-07,Elective,IS-11-07
[Elective],Computer vision,IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-01,Elective,IS-12-01
[Elective],Audio and speech recognition,IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-02,Elective,IS-12-02
[Elective],Modularity in recognition,IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-03,Elective,IS-12-03
[Elective],Approaches to pattern recognition (cross-reference IS/Advanced Machine Learning) ,IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-04,Elective,IS-12-04
[1.5 Core-Tier1 hours] ,"Organization of the Internet (Internet Service Providers, Content Providers, etc.)",IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-05,Elective,IS-13-01
[1.5 Core-Tier1 hours] ,"Switching techniques (e.g., circuit, packet)",IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-06,Elective,NC-01-01
[1.5 Core-Tier1 hours] ,"Physical pieces of a network, including hosts, routers, switches, ISPs, wireless, LAN, access point, and ",IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-07,Elective,NC-01-02
[1.5 Core-Tier1 hours] ,"Layering principles (encapsulation, multiplexing)",IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-08,Elective,NC-01-03
[1.5 Core-Tier1 hours] ,"Roles of the different layers (application, transport, network, datalink, physical)",IS,Intelligent Systems,Perception and Computer Vision ,IS-77,IS-77-09,Elective,NC-01-04
[1.5 Core-Tier1 hours] ,"Naming and address schemes (DNS, IP addresses, Uniform Resource Identifiers, etc.)",NC,Net Centric Computing,Networked Applications ,NC-78,NC-78-01,Tier 1,NC-01-05
[1.5 Core-Tier1 hours] ,"Distributed applications (client/server, peer-to-peer, cloud, etc.)",NC,Net Centric Computing,Networked Applications ,NC-78,NC-78-02,Tier 1,NC-02-01
[1.5 Core-Tier1 hours] ,HTTP as an application layer protocol,NC,Net Centric Computing,Networked Applications ,NC-78,NC-78-03,Tier 1,NC-02-02
[1.5 Core-Tier1 hours] ,Multiplexing with TCP and UDP,NC,Net Centric Computing,Networked Applications ,NC-78,NC-78-04,Tier 1,NC-02-03
[1.5 Core-Tier1 hours] ,Socket APIs,NC,Net Centric Computing,Networked Applications ,NC-78,NC-78-05,Tier 1,NC-02-04
[2 Core-Tier2 hours] ,"Error control (retransmission techniques, timers)",NC,Net Centric Computing,Reliable Data Delivery ,NC-79,NC-79-01,Tier 2,NC-03-01
[2 Core-Tier2 hours] ,"Flow control (acknowledgements, sliding window)",NC,Net Centric Computing,Reliable Data Delivery ,NC-79,NC-79-02,Tier 2,NC-03-02
[2 Core-Tier2 hours] ,Performance issues (pipelining),NC,Net Centric Computing,Reliable Data Delivery ,NC-79,NC-79-03,Tier 2,NC-03-03
[2 Core-Tier2 hours] ,TCP,NC,Net Centric Computing,Reliable Data Delivery ,NC-79,NC-79-04,Tier 2,NC-03-04
[1.5 Core-Tier2 hours] ,Routing versus forwarding,NC,Net Centric Computing,Routing and Forwarding ,NC-80,NC-80-01,Tier 2,NC-04-01
[1.5 Core-Tier2 hours] ,Static routing,NC,Net Centric Computing,Routing and Forwarding ,NC-80,NC-80-02,Tier 2,NC-04-02
[1.5 Core-Tier2 hours] ,Internet Protocol (IP),NC,Net Centric Computing,Routing and Forwarding ,NC-80,NC-80-03,Tier 2,NC-04-03
[1.5 Core-Tier2 hours] ,Scalability issues (hierarchical addressing),NC,Net Centric Computing,Routing and Forwarding ,NC-80,NC-80-04,Tier 2,NC-04-04
[1.5 Core-Tier2 hours] ,Multiple Access Problem,NC,Net Centric Computing,Local Area Networks ,NC-81,NC-81-01,Tier 2,NC-04-05
[1.5 Core-Tier2 hours] ,"Common approaches to multiple access (exponential-backoff, time division multiplexing, etc)",NC,Net Centric Computing,Local Area Networks ,NC-81,NC-81-02,Tier 2,NC-05-01
[1.5 Core-Tier2 hours] ,Local Area Networks,NC,Net Centric Computing,Local Area Networks ,NC-81,NC-81-03,Tier 2,NC-05-02
[1.5 Core-Tier2 hours] ,Ethernet,NC,Net Centric Computing,Local Area Networks ,NC-81,NC-81-04,Tier 2,NC-05-03
[1.5 Core-Tier2 hours] ,Switching,NC,Net Centric Computing,Local Area Networks ,NC-81,NC-81-05,Tier 2,NC-05-04
[1Core-Tier2 hours] ,Need for resource allocation,NC,Net Centric Computing,Resource Allocation,NC-82,NC-82-01,Tier 2,NC-05-05
[1Core-Tier2 hours] ,"Fixed allocation (TDM, FDM, WDM) versus dynamic allocation",NC,Net Centric Computing,Resource Allocation,NC-82,NC-82-02,Tier 2,NC-05-06
[1Core-Tier2 hours] ,End-to-end versus network assisted approaches,NC,Net Centric Computing,Resource Allocation,NC-82,NC-82-03,Tier 2,NC-06-01
[1Core-Tier2 hours] ,Fairness,NC,Net Centric Computing,Resource Allocation,NC-82,NC-82-04,Tier 2,NC-06-02
[1Core-Tier2 hours] ,Principles of congestion control,NC,Net Centric Computing,Resource Allocation,NC-82,NC-82-05,Tier 2,NC-06-03
[1Core-Tier2 hours] ,"Approaches to Congestion (e.g., Content Distribution Networks) ",NC,Net Centric Computing,Resource Allocation,NC-82,NC-82-06,Tier 2,NC-07-01
[1 Core-Tier2 hours] ,Principles of cellular networks,NC,Net Centric Computing,Mobility,NC-83,NC-83-01,Tier 2,NC-07-02
[1 Core-Tier2 hours] ,802.11 networks,NC,Net Centric Computing,Mobility,NC-83,NC-83-02,Tier 2,NC-07-03
[1 Core-Tier2 hours] ,Issues in supporting mobile nodes (home agents),NC,Net Centric Computing,Mobility,NC-83,NC-83-03,Tier 2,NC-07-04
[Elective] ,Social networks overview,NC,Net Centric Computing,Social Networking,NC-84,NC-84-01,Elective,NC-07-02
[Elective] ,Example social network platforms,NC,Net Centric Computing,Social Networking,NC-84,NC-84-02,Elective,NC-07-04
[Elective] ,Structure of social network graphs,NC,Net Centric Computing,Social Networking,NC-84,NC-84-03,Elective,NC-07-05
[Elective] ,Social network analysis,NC,Net Centric Computing,Social Networking,NC-84,NC-84-04,Elective,NC-07-03
[2  C ore-Tier1 hours],Role and purpose of the operating system,OS,Operating System,Overview of Operating Systems,OS-85,OS-85-01,Tier 1,OS-01-01
[2  C ore-Tier1 hours],Functionality of a typical operating system,OS,Operating System,Overview of Operating Systems,OS-85,OS-85-02,Tier 1,OS-01-02
[2  C ore-Tier1 hours],"Mechanisms to support client-server models, hand-held devices",OS,Operating System,Overview of Operating Systems,OS-85,OS-85-03,Tier 1,OS-01-03
[2  C ore-Tier1 hours],"Design issues (efficiency, robustness, flexibility, portability, security, compatibility)",OS,Operating System,Overview of Operating Systems,OS-85,OS-85-04,Tier 1,OS-01-04
[2  C ore-Tier1 hours],"Influences of security,networking, multimedia, windowing systems",OS,Operating System,Overview of Operating Systems,OS-85,OS-85-05,Tier 1,OS-01-05
[2  C ore-Tier1 hours],"Structuring methods (monolithic, layered, modular, micro-kernel models)",OS,Operating System,Operating System Principles ,OS-86,OS-86-01,Tier 1,OS-02-01
[2  C ore-Tier1 hours],"Abstractions, processes, and resources",OS,Operating System,Operating System Principles ,OS-86,OS-86-02,Tier 1,OS-02-02
[2  C ore-Tier1 hours],Concepts of application program interfaces (APIs),OS,Operating System,Operating System Principles ,OS-86,OS-86-03,Tier 1,OS-02-03
[2  C ore-Tier1 hours],The evolution of hardware/software techniquesand application needs,OS,Operating System,Operating System Principles ,OS-86,OS-86-04,Tier 1,OS-02-04
[2  C ore-Tier1 hours],Device organization,OS,Operating System,Operating System Principles ,OS-86,OS-86-05,Tier 1,OS-02-05
[2  C ore-Tier1 hours],Interrupts: methods and implementations,OS,Operating System,Operating System Principles ,OS-86,OS-86-06,Tier 1,OS-02-06
[2  C ore-Tier1 hours],"Concept of user/system state and protection, transition to kernel mode",OS,Operating System,Operating System Principles ,OS-86,OS-86-07,Tier 1,OS-02-07
[3  C ore-Tier2 hours],States and state diagrams (cross-reference SF/Stateand State Machines),OS,Operating System,Concurrency ,OS-87,OS-87-01,Tier 2,OS-03-01
[3  C ore-Tier2 hours],"Structures (ready list, process control blocks, and so forth)",OS,Operating System,Concurrency ,OS-87,OS-87-02,Tier 2,OS-03-02
[3  C ore-Tier2 hours],Dispatching and context switching,OS,Operating System,Concurrency ,OS-87,OS-87-03,Tier 2,OS-03-03
[3  C ore-Tier2 hours],The role of interrupts,OS,Operating System,Concurrency ,OS-87,OS-87-04,Tier 2,OS-03-04
[3  C ore-Tier2 hours],Managing atomic access to OS objects,OS,Operating System,Concurrency ,OS-87,OS-87-05,Tier 2,OS-03-05
[3  C ore-Tier2 hours],Implementing synchronization primitives,OS,Operating System,Concurrency ,OS-87,OS-87-06,Tier 2,OS-03-06
[3  C ore-Tier2 hours],"Multiprocessor issues (spin-locks, reentrancy) (cross-reference SF/Parallelism)",OS,Operating System,Concurrency ,OS-87,OS-87-07,Tier 2,OS-03-07
[3  C ore-Tier2 hours],"Preemptive and non-preemptive scheduling (cross-reference SF/Resource Allocation and Scheduling, ",OS,Operating System,Scheduling and Dispatch ,OS-88,OS-88-01,Tier 2,OS-04-01
[3  C ore-Tier2 hours],"Schedulers and policies (cross-reference SF/Resource Allocation and Scheduling, PD/Parallel ",OS,Operating System,Scheduling and Dispatch ,OS-88,OS-88-02,Tier 2,OS-04-02
[3  C ore-Tier2 hours],Processes and threads (cross-reference SF/ C omputational paradigms),OS,Operating System,Scheduling and Dispatch ,OS-88,OS-88-03,Tier 2,OS-04-03
[3  C ore-Tier2 hours],Deadlines and real-time issues,OS,Operating System,Scheduling and Dispatch ,OS-88,OS-88-04,Tier 2,OS-04-04
[3  C ore-Tier2 hours],Review of physical memory and memory management hardware,OS,Operating System,Memory Management ,OS-89,OS-89-01,Tier 2,OS-05-01
[3  C ore-Tier2 hours],Working sets and thrashing,OS,Operating System,Memory Management ,OS-89,OS-89-02,Tier 2,OS-05-02
[3  C ore-Tier2 hours],Caching(cross-reference AR/Memory System Organization and Architecture),OS,Operating System,Memory Management ,OS-89,OS-89-03,Tier 2,OS-05-03
[2  C ore-Tier2 hours],Overview of system security,OS,Operating System,Security and Protection ,OS-90,OS-90-01,Tier 2,OS-06-01
[2  C ore-Tier2 hours],Policy/mechanism separation,OS,Operating System,Security and Protection ,OS-90,OS-90-02,Tier 2,OS-06-02
[2  C ore-Tier2 hours],Security methods and devices,OS,Operating System,Security and Protection ,OS-90,OS-90-03,Tier 2,OS-06-03
[2  C ore-Tier2 hours],"Protection, access control, and authentication",OS,Operating System,Security and Protection ,OS-90,OS-90-04,Tier 2,OS-06-04
[2  C ore-Tier2 hours],Backups,OS,Operating System,Security and Protection ,OS-90,OS-90-05,Tier 2,OS-06-05
[Elective],"Types of virtualization (including Hardware/Software, OS, Server, Service, Network) ",OS,Operating System,Virtual Machines ,OS-91,OS-91-01,Elective,OS-07-01
[Elective],Paging and virtual memory,OS,Operating System,Virtual Machines ,OS-91,OS-91-02,Elective,OS-07-02
[Elective],Virtual file systems,OS,Operating System,Virtual Machines ,OS-91,OS-91-03,Elective,OS-07-03
[Elective],Hypervisors ,OS,Operating System,Virtual Machines ,OS-91,OS-91-04,Elective,OS-07-04
[Elective],Portable virtualization; emulation vs. isolation,OS,Operating System,Virtual Machines ,OS-91,OS-91-05,Elective,OS-07-05
[Elective],Cost of virtualization,OS,Operating System,Virtual Machines ,OS-91,OS-91-06,Elective,OS-07-06
[Elective],Characteristics of serial and parallel devices,OS,Operating System,Device Management,OS-92,OS-92-01,Elective,OS-08-01
[Elective],Abstracting device differences,OS,Operating System,Device Management,OS-92,OS-92-02,Elective,OS-08-02
[Elective],Buffering strategies,OS,Operating System,Device Management,OS-92,OS-92-03,Elective,OS-08-03
[Elective],Direct memory access,OS,Operating System,Device Management,OS-92,OS-92-04,Elective,OS-08-04
[Elective],Recovery from failures,OS,Operating System,Device Management,OS-92,OS-92-05,Elective,OS-08-05
[Elective],"Files: data, metadata, operations, organization, buffering, sequential, nonsequential",OS,Operating System,File Systems ,OS-93,OS-93-01,Elective,OS-09-01
[Elective],Directories: contents and structure,OS,Operating System,File Systems ,OS-93,OS-93-02,Elective,OS-09-02
[Elective],"File systems: partitioning, mount/unmount, virtual file systems",OS,Operating System,File Systems ,OS-93,OS-93-03,Elective,OS-09-03
[Elective],Standard implementation techniques,OS,Operating System,File Systems ,OS-93,OS-93-04,Elective,OS-09-04
[Elective],Memory-mapped files,OS,Operating System,File Systems ,OS-93,OS-93-05,Elective,OS-09-05
[Elective],Special-purpose file systems,OS,Operating System,File Systems ,OS-93,OS-93-06,Elective,OS-09-06
[Elective],"Naming, searching, access, backups",OS,Operating System,File Systems ,OS-93,OS-93-07,Elective,OS-09-07
[Elective],Journaling and log-structured file systems,OS,Operating System,File Systems ,OS-93,OS-93-08,Elective,OS-09-08
[Elective],Process and task scheduling,OS,Operating System,Real Time and Embedded Systems ,OS-94,OS-94-01,Elective,OS-10-01
[Elective],Memory/disk management requirements in a real-time environment,OS,Operating System,Real Time and Embedded Systems ,OS-94,OS-94-02,Elective,OS-10-02
[Elective],"Failures, risks, and recovery",OS,Operating System,Real Time and Embedded Systems ,OS-94,OS-94-03,Elective,OS-10-03
[Elective],Special concerns in real-time systems,OS,Operating System,Real Time and Embedded Systems ,OS-94,OS-94-04,Elective,OS-10-04
[Elective],Fundamental concepts: reliable and available systems (cross-reference SF/Reliability through Redundancy),OS,Operating System,Fault Tolerance,OS-95,OS-95-01,Elective,OS-11-01
[Elective],Spatial and temporal redundancy (cross-reference SF/Reliability through Redundancy),OS,Operating System,Fault Tolerance,OS-95,OS-95-02,Elective,OS-11-02
[Elective],Methods used to implement fault tolerance,OS,Operating System,Fault Tolerance,OS-95,OS-95-03,Elective,OS-11-03
[Elective],"Examples of OS mechanisms for detection, recovery, restart to implement fault tolerance, use of these ",OS,Operating System,Fault Tolerance,OS-95,OS-95-04,Elective,OS-11-04
[Elective],Why system performance needs to be evaluated (cross-reference SF/Performance/Figures of performance ,OS,Operating System,System Performance Evaluation,OS-96,OS-96-01,Elective,OS-12-01
[Elective],What is to be evaluated (cross-reference SF/Performance/Figures of performance merit),OS,Operating System,System Performance Evaluation,OS-96,OS-96-02,Elective,OS-12-02
[Elective],"Systems performance policies, e.g., caching, paging, scheduling, memory management, and security",OS,Operating System,System Performance Evaluation,OS-96,OS-96-03,Elective,OS-12-03
[Elective],"Evaluation models: deterministic, analytic, simulation, or implementation-specific",OS,Operating System,System Performance Evaluation,OS-96,OS-96-04,Elective,OS-12-04
[Elective],How to collect evaluation data (profiling and tracing mechanisms),OS,Operating System,System Performance Evaluation,OS-96,OS-96-05,Elective,OS-12-05
[Elective],"Overview of platforms (e.g., Web, Mobile, Game,Industrial) ",PBD,Parallel and Distributed Computing,Introduction ,PBD-97,PBD-97-01,Elective,PBD-01-01
[Elective],Programming via platform-specific APIs,PBD,Parallel and Distributed Computing,Introduction ,PBD-97,PBD-97-02,Elective,PBD-01-02
[Elective],"Overview of Platform Languages (e.g., Objective C, HTML5) ",PBD,Parallel and Distributed Computing,Introduction ,PBD-97,PBD-97-03,Elective,PBD-01-03
[Elective],Programming under platform constraints,PBD,Parallel and Distributed Computing,Introduction ,PBD-97,PBD-97-04,Elective,PBD-01-04
[Elective],"Web programming languages (e.g., HTML5, Java Script, PHP, CSS) ",PBD,Parallel and Distributed Computing,Web Platforms,PBD-98,PBD-98-01,Elective,PBD-02-01
[Elective],Web platform constraints ,PBD,Parallel and Distributed Computing,Web Platforms,PBD-98,PBD-98-02,Elective,PB-02-02
[Elective],Software as a Service (SaaS),PBD,Parallel and Distributed Computing,Web Platforms,PBD-98,PBD-98-03,Elective,PB-02-03
[Elective],Web standards,PBD,Parallel and Distributed Computing,Web Platforms,PBD-98,PBD-98-04,Elective,PB-02-04
[Elective],Mobile programming languages ,PBD,Parallel and Distributed Computing,Mobile Platforms ,PBD-99,PBD-99-01,Elective,PB-03-01
[Elective],Challenges with mobility and wireless communication,PBD,Parallel and Distributed Computing,Mobile Platforms ,PBD-99,PBD-99-02,Elective,PB-03-02
[Elective],Location-aware applications,PBD,Parallel and Distributed Computing,Mobile Platforms ,PBD-99,PBD-99-03,Elective,PB-03-03
[Elective],Performance / power tradeoffs,PBD,Parallel and Distributed Computing,Mobile Platforms ,PBD-99,PBD-99-04,Elective,PB-03-04
[Elective],Mobile platform constraints,PBD,Parallel and Distributed Computing,Mobile Platforms ,PBD-99,PBD-99-05,Elective,PB-03-05
